Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Cellular Senescence,2/167,0.0029845025028939,0.0096948117357628,0,0,30.03787878787879,174.64990582946754,STAT3;MDM2
p75NTR Negatively Regulates Cell Cycle via SC1,1/6,0.0029965781728721,0.0096948117357628,0,0,444.1111111111111,2580.4117942926405,HDAC1
MET Receptor Activation,1/6,0.0029965781728721,0.0096948117357628,0,0,444.1111111111111,2580.4117942926405,HGF
MET Activates PI3K AKT Signaling,1/6,0.0029965781728721,0.0096948117357628,0,0,444.1111111111111,2580.4117942926405,HGF
RNA Polymerase II Transcription,4/1360,0.0032063273723737,0.0102527910163114,0,0,9.16125860373648,52.60971041169762,HDAC1;ERBB2;MDM2;PML
Developmental Biology,4/1385,0.0034273986375127,0.010679852018883,0,0,8.983345401882694,50.98905275424637,HDAC1;ERBB2;STAT3;PML
Cell Cycle,3/649,0.0034409544930758,0.010679852018883,0,0,12.833259619637328,72.79033040242042,HDAC1;MDM2;JAK2
Erythropoietin Activates Phospholipase C Gamma (PLCG),1/7,0.0034952242970889,0.010679852018883,0,0,370.0740740740741,2093.271349114512,JAK2
Erythropoietin Activates STAT5,1/7,0.0034952242970889,0.010679852018883,0,0,370.0740740740741,2093.271349114512,JAK2
ESR-mediated Signaling,2/192,0.0039217934775002,0.0118515736957424,0,0,26.05263157894737,144.3630038931358,HDAC1;IGF1R
MECP2 Regulates Transcription of Neuronal Ligands,1/8,0.0039936462613403,0.0119375295855282,0,0,317.1904761904762,1751.8590547314027,HDAC1
Transcriptional Regulation by RUNX1,2/202,0.0043305050395234,0.0127346095831492,0,0,24.7375,134.6232339962028,HDAC1;PML
Hemostasis,3/707,0.0043818384067074,0.0127346095831492,0,0,11.740665584415584,63.75518269756955,HDAC1;HGF;JAK2
SHC-related Events Triggered by IGF1R,1/9,0.0044918441075108,0.0127346095831492,0,0,277.52777777777777,1500.1741678966396,IGF1R
BH3-only Proteins Associate With and Inactivate Anti-Apoptotic BCL-2 Members,1/9,0.0044918441075108,0.0127346095831492,0,0,277.52777777777777,1500.1741678966396,STAT3
Regulation of PTEN Localization,1/9,0.0044918441075108,0.0127346095831492,0,0,277.52777777777777,1500.1741678966396,PML
