Feature,Fisher Score,Normalized Fisher Score
DTYMK,0.020731430369348988,0.042050553803992696
TRIM36,0.020394336791674038,0.03907452196826598
IKZF1,0.017146748694924184,0.010403179037566998
METTL15,0.017884729255015705,0.0169184430070799
CD6,0.021394204100608775,0.04790185402073689
LIMS1,0.018631494599118073,0.02351126347311993
CARHSP1,0.03557528679858389,0.17309959248059806
TCEA1,0.02436910166175001,0.07416574759903331
GPR180,0.016098289922703988,0.0011468570806324795
MAF,0.03097605170718587,0.13249522930524726
MAF.1,0.022016897960381993,0.0533993089511408
SNORD8,0.021008106749234375,0.04449319219660696
CD6.1,0.03558054674302925,0.17314602991862788
CD6.2,0.02897289556857942,0.11481035829244897
LOC100507494,0.020765706386248018,0.04235315973970051
KCNK1,0.020338166397047285,0.03857862144180819
ERVK13-1,0.03905906690418156,0.20385615739186277
GNG4,0.018839224343531063,0.025345206252049272
RPUSD3,0.017364326868617,0.01232406870902044
LOC100507654,0.04188686298455259,0.22882136502996958
MACC1,0.027882796102598816,0.10518641132424171
SBF2-AS1,0.01940275168835753,0.0303203093972159
TOP1P2,0.033432061154993344,0.15417811735056228
LOC283674,0.018958635502208124,0.02639942808628019
SPPL3,0.02341959813326047,0.06578305235930222
HPYR1,0.02865118462566312,0.11197013210177445
SPRY4-IT1,0.02549542049891737,0.08410945741311042
OR4D1,0.025356486399469535,0.08288287722764193
RAC1,0.019900781647788055,0.03471716864512518
DEFB124,0.039339526395590185,0.20633219499786137
GALNT1,0.02025720389181929,0.037863843679738086
PIK3R2,0.02115525300619377,0.04579227344354027
RNF103,0.025128473475370932,0.08086986432554234
ARMC9,0.01705066124082376,0.009554870611197218
PAAF1,0.01786850241318816,0.016775184276951717
LOC101928909,0.020684587647054893,0.04163700266551994
LOC102724884///LOC728613///PDCD6,0.017724181674144822,0.01550104812487487
MYLK,0.0355971346798732,0.17329247657737806
EML5,0.02237439398813154,0.05655546388908627
LOC643355,0.025259594030353782,0.08202746260622923
VWA9,0.031051911448873773,0.1331649573014623
DDX50,0.039543533989471503,0.20813327675773477
LOC401442,0.017337533780199577,0.012087525833722527
TRY2P,0.018063488212518325,0.01849661709190955
IRAK3,0.02633951301352666,0.09156153114617384
CCDC90B,0.016207686055621992,0.0021126612247366625
WASIR2,0.022034002905044668,0.05355032001523633
LINC01352,0.02474500559536568,0.07748441679864018
LINC01352.1,0.018791172351688812,0.024920979073118816
LOC101927929,0.03162048312243013,0.1381845943205567
SLC24A4,0.029265440164868872,0.11739308928937928
CADM2-AS1,0.044904160113790795,0.2554595833442873
LOC101928140,0.03011292773838787,0.12487513631196409
MGC57346///CRHR1-IT1,0.022631903397877025,0.05882888661842919
LOC648761///FAM201B,0.04095038850310025,0.22055369677781667
PIK3C2A,0.02209480286669251,0.0540870926904174
PIK3C2A.1,0.018331209038071193,0.020860191341611378
C15orf62,0.0165437456103843,0.005079564185543495
LOC728613,0.017501808953645115,0.013537829780079138
LOC101927137///SCLT1,0.028357821724806425,0.10938017670009506
ZNF789,0.03484101731795442,0.16661709178916406
CXCL2,0.025210336053479006,0.08159258838419887
DAB1-AS1,0.018844878051227837,0.02539512003032872
LINC00663,0.021043294956452758,0.044803851407756445
SLC5A9,0.021263027539629737,0.04674376129091573
LOC102725451///TPTEP1,0.01740417746024637,0.012675889797335279
ZNF569,0.023766569847323095,0.06884629335685914
CLEC12A,0.025622616848573344,0.08523241083327146
LOC100996342,0.01804235143688455,0.018310010993909723
LCN8,0.019111162940578037,0.027746017112216526
PP12613,0.01876577677559817,0.02469677414031156
LINC00630,0.023986165329675315,0.070784992844905
BTBD8,0.01941751498078447,0.03045064717631499
SEC24B-AS1,0.026254631972343036,0.09081215857564187
RBSN,0.03127133755470145,0.1351021614482657
SPIRE2,0.03177429105549001,0.13954248819836562
LRRC37A7P,0.02746789022096196,0.10152341328939868
ATP8A1,0.032982592718162895,0.15020998367567043
LOC100288590,0.020150756182213535,0.03692406970121277
TPP2,0.03113345026268713,0.13388482300590457
LINC01134,0.018187354891622456,0.019590174503896496
SLC34A3,0.018284021873205797,0.020443599290686818
MYLK.1,0.02130353856582157,0.047101413028087395
LINC00566,0.019901360924564307,0.03472228279218106
