Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Nintedanib FDA,3/158,5.573290234723056e-05,0.0007187805575448309,0,0,54.84331797235023,537.1870023049237,JAK2;IGF1R;JAK1
BIBF-1120 (derivative) Kinome Scan,3/158,5.573290234723056e-05,0.0007187805575448309,0,0,54.84331797235023,537.1870023049237,JAK2;IGF1R;JAK1
Cladribine BOSS,2/23,5.660726002642441e-05,0.0007187805575448309,0,0,237.72619047619048,2324.813162697444,MDM2;JAK2
630-60-4 TTD 00001253,2/23,5.660726002642441e-05,0.0007187805575448309,0,0,237.72619047619048,2324.813162697444,STAT3;MDM2
JAK Inhibitor I RBC,2/24,6.173695322587491e-05,0.000766099465030175,0,0,226.9090909090909,2199.345382715804,JAK2;JAK1
teniposide CTD 00006838,2/24,6.173695322587491e-05,0.000766099465030175,0,0,226.9090909090909,2199.345382715804,MDM2;JAK2
hydrogen peroxide CTD 00006118,7/2673,6.261775235144047e-05,0.0007682987142446404,0,0,15.16229057264316,146.74764914004382,HDAC1;HGF;ERBB2;STAT3;MDM2;JAK2;JAK1
staurosporine CTD 00007273,3/170,6.929513686485347e-05,0.000840780993960222,0,0,50.87168520102652,487.2050390377146,STAT3;MDM2;JAK2
XMD-12 LINCS,2/26,7.265883245949173e-05,0.0008570872040966365,0,0,207.97916666666663,1981.9864686095775,JAK2;JAK1
MG-132 CTD 00002789,3/173,7.299369045877948e-05,0.0008570872040966365,0,0,49.96638655462185,475.93670494029874,HDAC1;ERBB2;MDM2
L-aspartic acid BOSS,3/173,7.299369045877948e-05,0.0008570872040966365,0,0,49.96638655462185,475.93670494029874,ERBB2;STAT3;JAK2
pyrimethamine CTD 00006670,2/27,7.845066309954509e-05,0.0009017697274179288,0,0,199.65,1887.2995610426367,MDM2;JAK2
cyclosporin A TTD 00007372,2/27,7.845066309954509e-05,0.0009017697274179288,0,0,199.65,1887.2995610426367,MDM2;JAK1
Vorinostat,2/28,8.446285096382201e-05,0.0009411574821683024,0,0,191.96153846153845,1800.4454223222408,HDAC1;MDM2
NSC321521 CTD 00005452,2/28,8.446285096382201e-05,0.0009411574821683024,0,0,191.96153846153845,1800.4454223222408,STAT3;JAK2
Epirubicin CTD 00007057,2/28,8.446285096382201e-05,0.0009411574821683024,0,0,191.96153846153845,1800.4454223222408,ERBB2;PML
KW-2449 Kinome Scan,3/184,8.765897158789834e-05,0.00095723596973985,0,0,46.90370955011839,438.1771091266024,JAK2;IGF1R;JAK1
Melatonin BOSS,3/184,8.765897158789834e-05,0.00095723596973985,0,0,46.90370955011839,438.1771091266024,ERBB2;STAT3;JAK2
methanol BOSS,3/186,9.05169042512536e-05,0.0009709723398241812,0,0,46.386416861826696,431.8563320327141,ERBB2;STAT3;PML
BI-D-1870 MRC,2/29,9.069521855500592e-05,0.0009709723398241812,0,0,184.84259259259255,1720.5159460048703,JAK2;IGF1R
Quercetin dihydrate BOSS,3/187,9.196848544608007e-05,0.0009750445253118394,0,0,46.13198757763975,428.7536721700433,ERBB2;STAT3;JAK2
L-glutamine BOSS,3/190,9.641456980526664e-05,0.0010123529829552,0,0,45.38502673796791,419.6686810270387,ERBB2;STAT3;PML
N-Acetyl-L-cysteine BOSS,3/191,9.79272891906597e-05,0.0010153023323779,0,0,45.14133738601824,416.7125643109336,STAT3;JAK2;PML
1-Phosphatidyl-myo-inositol BOSS,3/192,9.945547614747292e-05,0.0010153023323779,0,0,44.900226757369616,413.7915317450212,ERBB2;STAT3;IGF1R
cerivastatin BOSS,3/193,0.0001009992037425212,0.0010153023323779,0,0,44.661654135338345,410.904990028989,ERBB2;STAT3;JAK2
R406 LINCS,3/194,0.00010255854491524456,0.0010153023323779,0,0,44.42557965594615,408.0523589157864,JAK2;IGF1R;JAK1
PLATINUM BOSS,3/194,0.00010255854491524456,0.0010153023323779,0,0,44.42557965594615,408.0523589157864,ERBB2;STAT3;IGF1R
TAE684 MRC,2/31,0.00010381978350160118,0.0010153023323779,0,0,172.07758620689654,1578.4425771666922,JAK2;IGF1R
astemizole TTD 00002176,2/31,0.00010381978350160118,0.0010153023323779,0,0,172.07758620689654,1578.4425771666922,MDM2;JAK2
UNII-CXY7B3Q98Z BOSS,3/195,0.00010413357255158714,0.0010153023323779,0,0,44.191964285714285,405.2330708264109,ERBB2;STAT3;IGF1R
"Staurosporine, Streptomyces sp. RBC",3/197,0.00010733097831129849,0.001028117792245,0,0,43.7319587628866,399.6923147917814,JAK2;IGF1R;JAK1
5-Fluorouracil BOSS,3/197,0.00010733097831129849,0.001028117792245,0,0,43.7319587628866,399.6923147917814,ERBB2;STAT3;JAK2
CYTOCHALASIN B CTD 00005746,2/32,0.0001107116263299996,0.0010422163444168,0,0,166.33333333333334,1515.060755800583,MDM2;JAK2
ANTHRACENE BOSS,2/32,0.0001107116263299996,0.0010422163444168,0,0,166.33333333333334,1515.060755800583,ERBB2;STAT3
lovastatin,2/33,0.00011782293987729036,0.0010903614436101,0,0,160.95967741935485,1456.0939674817116,HDAC1;MDM2
GNF-Pf-3037 TTD 00008263,2/33,0.00011782293987729036,0.0010903614436101,0,0,160.95967741935485,1456.0939674817116,MDM2;JAK2
astemizole BOSS,2/34,0.0001251535470990176,0.0011484678439674,0,0,155.921875,1401.1091659987735,MDM2;JAK2
Cube root extract CTD 00006707,3/211,0.00013152651656550478,0.0011745982024406,0,0,40.75961538461539,364.24023573291737,STAT3;JAK2;JAK1
paclitaxel,2/35,0.00013270327104745937,0.0011745982024406,0,0,151.18939393939394,1349.7274345163214,ERBB2;MDM2
TG-100-115 Kinome Scan,2/35,0.00013270327104745937,0.0011745982024406,0,0,151.18939393939394,1349.7274345163214,ERBB2;JAK1
4-Hydroxytamoxifen CTD 00000850,4/586,0.0001330773966895177,0.0011745982024406,0,0,22.231386025200457,198.4057757342336,ERBB2;MDM2;JAK2;IGF1R
(-)-Epigallocatechin gallate BOSS,3/212,0.0001333792830610297,0.0011745982024406,0,0,40.562542720437456,361.91173207903086,ERBB2;STAT3;PML
IKK Inhibitor VII MRC,2/37,0.0001484593618046431,0.0012765167172493,0,0,142.53571428571428,1256.4807280914272,JAK2;IGF1R
Kinome 1194 Roche,2/37,0.0001484593618046431,0.0012765167172493,0,0,142.53571428571428,1256.4807280914272,JAK2;IGF1R
"2,2',5,5'-TETRACHLOROBIPHENYL CTD 00000481",2/37,0.0001484593618046431,0.0012765167172493,0,0,142.53571428571428,1256.4807280914272,MDM2;IGF1R
5-Fluorouracil CTD 00005987,5/1202,0.00015190315499111665,0.0012959237910179,0,0,15.700083542188803,138.03933236603373,ERBB2;STAT3;MDM2;JAK2;IGF1R
resveratrol BOSS,3/225,0.00015903665127190174,0.0013462637456505,0,0,38.16216216216216,333.78061432656835,ERBB2;STAT3;JAK2
thiram TTD 00011449,2/41,0.0001825931686229406,0.0015337826164327,0,0,127.89102564102564,1100.9179217565816,MDM2;JAK2
astemizole CTD 00007123,2/42,0.00019167176285246336,0.0015977524048464,0,0,124.6875,1067.2908627311958,MDM2;JAK2
(-)-Epigallocatechin gallate CTD 00002033,6/2114,0.00019947336990201492,0.0016501887873712,0,0,12.72438330170778,108.40958022812816,STAT2;HGF;ERBB2;STAT3;JAK2;IGF1R
9-Methoxyellipticine TTD 00001373,2/44,0.00021048188851878632,0.0017281670846805,0,0,118.73809523809524,1005.2498881389702,MDM2;JAK2
AS601245 LINCS,2/45,0.00022021306777319987,0.0017812790370987,0,0,115.97093023255816,976.5813448480072,ERBB2;JAK1
niclosamide BOSS,2/45,0.00022021306777319987,0.0017812790370987,0,0,115.97093023255816,976.5813448480072,STAT3;MDM2
AZD7762 LINCS,3/254,0.0002274015399834688,0.0018259006004554,0,0,33.703471826977804,282.7314554314186,ERBB2;JAK2;JAK1
"Salicylate, sodium BOSS",2/46,0.0002301614233862017,0.0018345713455308,0,0,113.32954545454544,949.3309641295106,ERBB2;STAT3
metronidazole PC3 UP,5/1316,0.00023325218597770568,0.0018457346890409,0,0,14.247902364607173,119.16076909342851,STAT2;STAT3;MDM2;PML;IGF1R
Sunitinib,3/258,0.00023810738345213115,0.0018481467830036,0,0,33.16806722689076,276.7141796147488,JAK2;IGF1R;JAK1
Ursolic acid CTD 00000232,2/47,0.000240326779474838,0.0018481467830036,0,0,110.80555555555556,923.39931382159,HDAC1;MDM2
Crizotinib CTD 00004714,2/47,0.000240326779474838,0.0018481467830036,0,0,110.80555555555556,923.39931382159,HGF;STAT3
TETRACHLOROETHYLENE BOSS,2/47,0.000240326779474838,0.0018481467830036,0,0,110.80555555555556,923.39931382159,ERBB2;STAT3
AZD-9291 LINCS,2/48,0.0002507089602670998,0.0019145047874942,0,0,108.3913043478261,898.695913322854,ERBB2;IGF1R
niclosamide,2/50,0.00027212309342677823,0.002063600125153,0,0,103.86458333333331,852.6509585567859,STAT3;MDM2
"2-Nonenal, 4-hydroxy-, (2E,4R)- CTD 00001295",3/274,0.00028420225895272656,0.0021403370122508,0,0,31.18450184501845,254.64716587678168,HGF;ERBB2;IGF1R
melphalan CTD 00006262,3/279,0.0002997096367695949,0.002241663858578,0,0,30.611801242236027,248.34425063657145,HGF;MDM2;JAK2
Melitten CTD 00006261,2/53,0.00030586608976532464,0.0022567957434036,0,0,97.74019607843135,790.9491626745274,STAT3;JAK2
DL-Valine BOSS,2/53,0.00030586608976532464,0.0022567957434036,0,0,97.74019607843135,790.9491626745274,ERBB2;JAK2
Tanespimycin CTD 00003582,2/55,0.00032944057318529184,0.0023656351499012,0,0,94.04245283018868,754.043161688492,ERBB2;MDM2
Lapatinib BOSS,2/55,0.00032944057318529184,0.0023656351499012,0,0,94.04245283018868,754.043161688492,ERBB2;IGF1R
thiram BOSS,2/55,0.00032944057318529184,0.0023656351499012,0,0,94.04245283018868,754.043161688492,MDM2;JAK2
LEAD BOSS,2/55,0.00032944057318529184,0.0023656351499012,0,0,94.04245283018868,754.043161688492,ERBB2;STAT3
ETHYL METHANESULFONATE CTD 00005938,6/2315,0.0003314488808927609,0.0023656351499012,0,0,11.486141186660891,92.02738778055743,STAT2;STAT3;MDM2;JAK2;PML;IGF1R
digoxin,2/58,0.00036641752551901487,0.0025324553029542,0,0,88.99107142857143,704.0739609142095,STAT3;MDM2
Tyrphostin B42 CTD 00003234,2/58,0.00036641752551901487,0.0025324553029542,0,0,88.99107142857143,704.0739609142095,STAT3;JAK2
Alvocidib CTD 00002892,2/58,0.00036641752551901487,0.0025324553029542,0,0,88.99107142857143,704.0739609142095,STAT3;MDM2
methylene blue TTD 00009259,2/58,0.00036641752551901487,0.0025324553029542,0,0,88.99107142857143,704.0739609142095,MDM2;JAK2
hydroxyurea BOSS,2/58,0.00036641752551901487,0.0025324553029542,0,0,88.99107142857143,704.0739609142095,JAK2;JAK1
Pterostilbene CTD 00003490,2/59,0.00037917320411508265,0.0025878571180854,0,0,87.42543859649123,688.6954184966403,STAT3;JAK2
PONATINIB CTD 00004976,2/59,0.00037917320411508265,0.0025878571180854,0,0,87.42543859649123,688.6954184966403,JAK2;JAK1
simvastatin CTD 00007319,3/304,0.0003855020771721533,0.0026147097408198,0,0,28.03369719981016,220.37188382200625,STAT3;MDM2;IGF1R
INCB18424 Kinome Scan,2/61,0.00040532855479229646,0.0026988950111779,0,0,84.45338983050847,659.6495991492784,JAK2;JAK1
methylene blue CTD 00006312,2/61,0.00040532855479229646,0.0026988950111779,0,0,84.45338983050847,659.6495991492784,MDM2;JAK2
ouabain BOSS,2/61,0.00040532855479229646,0.0026988950111779,0,0,84.45338983050847,659.6495991492784,STAT3;MDM2
N-Acetyl-L-cysteine CTD 00005305,3/315,0.0004277849431185,0.0027935905863044,0,0,27.03021978021978,209.67044037603884,HGF;STAT3;JAK1
Ruxolitinib FDA,2/63,0.0004323414002614042,0.0027935905863044,0,0,81.67622950819673,632.6881685393935,JAK2;JAK1
WZ4002 LINCS,2/63,0.0004323414002614042,0.0027935905863044,0,0,81.67622950819673,632.6881685393935,ERBB2;IGF1R
digoxin CTD 00005825,2/63,0.0004323414002614042,0.0027935905863044,0,0,81.67622950819673,632.6881685393935,STAT3;MDM2
valsartan CTD 00002971,2/63,0.0004323414002614042,0.0027935905863044,0,0,81.67622950819673,632.6881685393935,STAT3;JAK2
VITAMIN E CTD 00006994,5/1510,0.0004449881296956425,0.0028326540160262,0,0,12.282392026578073,94.7889054147135,HDAC1;STAT2;ERBB2;PML;IGF1R
JWE-035 LINCS,2/64,0.00044616894757922194,0.0028326540160262,0,0,80.35483870967742,619.9225439600442,JAK2;JAK1
JNK-9L LINCS,2/64,0.00044616894757922194,0.0028326540160262,0,0,80.35483870967742,619.9225439600442,JAK2;JAK1
Momelotinib LINCS,2/65,0.0004602103456165109,0.0029049115457412,0,0,79.07539682539682,607.6016612487723,JAK2;JAK1
thalidomide BOSS,2/67,0.0004889339976743091,0.0030684823302318,0,0,76.63461538461539,584.2073646335838,STAT3;JAK2
brefeldin A BOSS,2/70,0.0005336190066674734,0.003329782601605,0,0,73.24264705882354,551.9440230421153,MDM2;JAK2
ellipticine TTD 00007811,2/71,0.0005489398561006515,0.0034059222889881,0,0,72.17753623188406,541.8744176501575,MDM2;JAK2
Tetradioxin CTD 00006848,7/3768,0.0005878285376106382,0.003626603181191,0,0,10.06851014801028,74.90040469972953,HDAC1;HGF;ERBB2;MDM2;JAK2;IGF1R;JAK1
TOSYLPHENYLALANYL CHLOROMETHYL KETONE CTD 00006910,2/75,0.0006123478582810164,0.0037566509058588,0,0,68.20890410958904,504.62379927214783,STAT3;MDM2
thiram CTD 00006883,2/76,0.000628730143298291,0.0038356051200096,0,0,67.28378378378379,496.00316371132106,MDM2;JAK2
ZINC CTD 00007011,5/1642,0.0006574910640928503,0.0039887791221632,0,0,11.21136224801466,82.14654120225829,HDAC1;STAT2;MDM2;PML;IGF1R
Bosutinib LINCS,2/78,0.0006621298425578926,0.0039947281109017,0,0,65.50657894736842,479.511360148814,ERBB2;JAK2
rotenone BOSS,2/79,0.0006791469109190254,0.0040526143536807,0,0,64.65259740259741,471.6195624815348,STAT3;JAK2
2-Fluoroadenosine BOSS,2/79,0.0006791469109190254,0.0040526143536807,0,0,64.65259740259741,471.6195624815348,STAT3;MDM2
zalcitabine PC3 UP,4/902,0.000693715482403385,0.0041170505803505,0,0,14.173719376391984,103.09182005286378,HGF;ERBB2;MDM2;PML
3'-Azido-3'-deoxythymidine CTD 00007047,3/374,0.0007059707256932373,0.0041671353105784,0,0,22.66345783596457,164.4446174179689,STAT2;MDM2;JAK2
Staurosporine MRC,2/83,0.000749325943468871,0.0043757429426096,0,0,61.44753086419753,442.1971090445791,JAK2;IGF1R
Pentadecane BOSS,2/83,0.000749325943468871,0.0043757429426096,0,0,61.44753086419753,442.1971090445791,STAT3;JAK2
Rubidomycin hydrochloride,2/85,0.0007856794992100311,0.004563627729454,0,0,59.96084337349398,428.6577674110207,STAT3;JAK2
nifedipine CTD 00006395,2/86,0.000804171683586709,0.0046463252829454,0,0,59.24404761904762,422.1551782881061,HGF;MDM2
VX-680/MK-0457 Kinome Scan,2/87,0.0008228739092398206,0.004729359520473,0,0,58.544117647058826,415.82174804298586,JAK2;IGF1R
etretinate BOSS,2/89,0.000860907796340742,0.004922048762325,0,0,57.19252873563219,403.6375954618875,STAT3;PML
"9,10-Phenanthrenequinone TTD 00001360",2/91,0.0008997797846246235,0.0051174975250525,0,0,55.901685393258425,392.0586726861853,MDM2;JAK2
PKR Inhibitor MRC,2/92,0.0009195296371531132,0.0051493659680574,0,0,55.27777777777778,386.4827800673363,JAK2;IGF1R
hexachlorophene CTD 00006092,2/92,0.0009195296371531132,0.0051493659680574,0,0,55.27777777777778,386.4827800673363,STAT3;MDM2
ellipticine CTD 00001632,2/92,0.0009195296371531132,0.0051493659680574,0,0,55.27777777777778,386.4827800673363,MDM2;JAK2
Deguelin CTD 00003487,2/93,0.0009394884997984336,0.0052077230547202,0,0,54.667582417582416,381.04261518159007,STAT3;IGF1R
Sunitinib BOSS,2/93,0.0009394884997984336,0.0052077230547202,0,0,54.667582417582416,381.04261518159007,ERBB2;STAT3
methylene blue BOSS,2/95,0.0009800325691035386,0.0054050281083892,0,0,53.486559139784944,370.55085702120647,MDM2;JAK2
beta-D-allopyranose BOSS,2/97,0.0010214106211725,0.0056049266247259,0,0,52.35526315789474,360.5482183829489,JAK2;PML
chloroquine BOSS,2/98,0.0010424119627603,0.0056915693166717,0,0,51.80729166666666,355.7201614766498,ERBB2;STAT3
JNJ-28312141 Kinome Scan,2/100,0.0010850384206118,0.005894835598548,0,0,50.74489795918368,346.39177176286466,JAK2;JAK1
carbamazepine CTD 00005574,3/436,0.0011015311465807,0.0059530847746278,0,0,19.35697789508413,131.84142395802888,ERBB2;STAT3;IGF1R
K252a MRC,2/101,0.0011066631952833,0.0059530847746278,0,0,50.22979797979798,341.8843944063951,JAK2;IGF1R
losartan BOSS,2/102,0.0011284954391627,0.0060407697037535,0,0,49.725,337.4771109100563,STAT3;JAK2
CHIR-258/TKI-258 Kinome Scan,2/103,0.0011505349815761,0.0061287034140546,0,0,49.23019801980198,333.1667555276269,JAK2;JAK1
kaempferol CTD 00000297,2/106,0.0012178956941286,0.0064560296018858,0,0,47.80288461538461,320.78750745619243,STAT2;HGF
"1,10-phenanthroline CTD 00001181",2/107,0.0012407627251969,0.0065140043072839,0,0,47.345238095238095,316.8357057532792,STAT3;MDM2
"9,10-Phenanthrenequinone CTD 00000222",2/107,0.0012407627251969,0.0065140043072839,0,0,47.345238095238095,316.8357057532792,MDM2;JAK2
OTSSP167 MRC,2/108,0.0012638362023541,0.0065719482522416,0,0,46.89622641509434,312.96682441721515,JAK2;IGF1R
daunorubicin BOSS,2/108,0.0012638362023541,0.0065719482522416,0,0,46.89622641509434,312.96682441721515,ERBB2;PML
sertraline CTD 00007358,2/109,0.0012871159553875,0.0066298614305808,0,0,46.45560747663552,309.1783856143476,STAT3;MDM2
celecoxib BOSS,2/109,0.0012871159553875,0.0066298614305808,0,0,46.45560747663552,309.1783856143476,ERBB2;STAT3
etoposide CTD 00005948,3/461,0.0012939698086236,0.0066338733850563,0,0,18.276980661260136,121.54266006149152,ERBB2;MDM2;IGF1R
docetaxel CTD 00002688,2/110,0.0013106018143653,0.0066877438377897,0,0,46.02314814814815,305.4680074437484,ERBB2;MDM2
progesterone CTD 00006624,5/1915,0.0013360889238597,0.0067860888597899,0,0,9.465968586387437,62.64586195038656,HDAC1;HGF;STAT3;JAK2;IGF1R
theophylline CTD 00006862,3/472,0.0013849891552685,0.0070018896183019,0,0,17.838257691136157,117.41253538930668,HDAC1;STAT3;JAK1
estradiol CTD 00005920,7/4336,0.001436784666175,0.0072302712233325,0,0,8.441287441287441,55.25115992646361,HDAC1;HGF;ERBB2;STAT3;MDM2;JAK2;IGF1R
PD-173955 Kinome Scan,2/116,0.0014558356766627,0.0072925346739254,0,0,43.58771929824562,284.722618807131,JAK2;JAK1
camptothecin CTD 00005566,2/117,0.0014807595211497,0.0073499518049798,0,0,43.20652173913044,281.4991361759346,MDM2;JAK2
acetaldehyde BOSS,2/117,0.0014807595211497,0.0073499518049798,0,0,43.20652173913044,281.4991361759346,ERBB2;STAT3
paclitaxel CTD 00007144,3/493,0.001569854041664,0.0077569258529283,0,0,17.05539358600583,110.12279851767924,ERBB2;STAT3;MDM2
PP-242 Kinome Scan,2/121,0.0015825006890192,0.0077841925784192,0,0,41.74579831932773,269.2081738529276,JAK2;JAK1
cycloheximide BOSS,2/122,0.0016084465825751,0.0078763393191574,0,0,41.395833333333336,266.2781358151417,STAT3;MDM2
3-(1-methylpyrrolidin-2-yl)pyridine CTD 00006393,3/499,0.0016254007191755,0.0078981382549255,0,0,16.84389400921659,108.17150243927097,HDAC1;STAT2;STAT3
benzo[a]pyrene CTD 00005488,7/4424,0.0016306759586888,0.0078981382549255,0,0,8.22662440570523,52.80473303038102,HDAC1;STAT2;ERBB2;STAT3;MDM2;JAK2;IGF1R
ARSENIC BOSS,2/123,0.0016345963787666,0.0078981382549255,0,0,41.05165289256198,263.40215761926794,STAT3;PML
PKC-412 Kinome Scan,2/125,0.0016875070037332,0.0081178751016593,0,0,40.38008130081301,257.80674959416353,JAK2;JAK1
"K-252a, Nocardiopsis sp. RBC",2/126,0.0017142674950731,0.0082104390553505,0,0,40.05241935483871,255.08462303058465,JAK2;JAK1
AZD4547 LINCS,2/128,0.0017683979926759,0.0084327100786119,0,0,39.41269841269841,249.7851189979635,JAK2;IGF1R
lorazepam BOSS,2/129,0.0017957676618057,0.0085259925508343,0,0,39.1003937007874,247.20530595871244,ERBB2;STAT3
quercetin CTD 00006679,6/3158,0.0018193127408312,0.0085822730107346,0,0,8.013007614213198,50.55644060744843,STAT2;HGF;ERBB2;MDM2;JAK2;JAK1
NSC25485 CTD 00006443,2/130,0.0018233400535626,0.0085822730107346,0,0,38.79296875,244.6705616096702,STAT3;MDM2
1-Methyl-3-nitro-1-nitrosoguanidine CTD 00006318,2/132,0.0018790923323901,0.0088067331629616,0,0,38.19230769230769,239.73183291162476,ERBB2;MDM2
niclosamide CTD 00006390,2/133,0.0019072718827723,0.0088627272169677,0,0,37.89885496183206,237.32571441911304,STAT3;MDM2
tacrolimus BOSS,2/133,0.0019072718827723,0.0088627272169677,0,0,37.89885496183206,237.32571441911304,STAT3;JAK2
TG-101348 Kinome Scan,2/134,0.0019356534834801,0.0089564983218655,0,0,37.60984848484848,234.96039351820008,JAK2;JAK1
ursodiol CTD 00006973,2/138,0.0020511970331448,0.0094510850641106,0,0,36.49632352941177,225.8878535277181,HGF;MDM2
thalidomide CTD 00006858,2/141,0.0021399680064393,0.0097368544292988,0,0,35.70323741007194,219.46652933596167,HGF;STAT3
Bosutinib FDA,2/141,0.0021399680064393,0.0097368544292988,0,0,35.70323741007194,219.46652933596167,ERBB2;JAK2
suloctidil HL60 UP,2/141,0.0021399680064393,0.0097368544292988,0,0,35.70323741007194,219.46652933596167,STAT2;PML
docetaxel BOSS,2/142,0.0021699599734573,0.0098323497552509,0,0,35.44642857142857,217.3945967083443,ERBB2;STAT3
POTASSIUM DICHROMATE CTD 00006598,3/556,0.0022160372628878,0.0099996392193119,0,0,15.06354947042108,92.0689369908917,STAT2;STAT3;JAK1
Decitabine BOSS,2/144,0.0022305453683866,0.0100236853591697,0,0,34.943661971830984,213.34884837859187,STAT3;JAK2
Dasatinib,2/145,0.0022611384625046,0.0100782171471637,0,0,34.69755244755245,211.37356341523795,ERBB2;JAK2
HG-6-64-01 LINCS,2/145,0.0022611384625046,0.0100782171471637,0,0,34.69755244755245,211.37356341523795,ERBB2;JAK2
ellagic acid CTD 00005891,2/146,0.0022919315983961,0.0101739402660509,0,0,34.454861111111114,209.42906075382996,STAT3;PML
AST-487 Kinome Scan,2/148,0.0023541173283238,0.0104076766094316,0,0,33.97945205479452,205.62969286743447,JAK2;JAK1
EXEL-2880/GSK-1363089 Kinome Scan,2/149,0.002385509588893,0.0105039373833515,0,0,33.74659863945578,203.77352124587756,ERBB2;IGF1R
Bisphenol A CTD 00000312,4/1262,0.0024354975676987,0.0106809772848473,0,0,9.926868044515103,59.73596287131892,STAT3;JAK2;IGF1R;JAK1
AZD5438 LINCS,2/156,0.0026108286046537,0.0114040993451273,0,0,32.201298701298704,191.53614663562257,JAK2;JAK1
Vanadic sulfate CTD 00001628,2/157,0.0026438112110856,0.0115021587350816,0,0,31.991935483870968,189.88921318610832,STAT3;PML
cyclosporin A CTD 00007121,7/4825,0.0028051178224406,0.0121555105639092,0,0,7.347723813477238,43.17750098591478,HDAC1;STAT2;HGF;ERBB2;MDM2;JAK2;JAK1
midecamycin HL60 UP,2/176,0.0033079210156509,0.0142776669924539,0,0,28.471264367816094,162.6117865916167,STAT2;JAK2
palmitic acid BOSS,2/177,0.0033448331590871,0.0143801488571776,0,0,28.307142857142857,161.36029524435918,ERBB2;STAT3
GEMCITABINE HYDROCHLORIDE BOSS,2/179,0.0034192415277145,0.0146423990128012,0,0,27.98446327683616,158.90520004204714,ERBB2;STAT3
"1,9-Pyrazoloanthrone CTD 00003948",2/181,0.0034944275793987,0.0147788678741654,0,0,27.66899441340782,156.51203811645684,STAT3;MDM2
L-threonine BOSS,2/181,0.0034944275793987,0.0147788678741654,0,0,27.66899441340782,156.51203811645684,ERBB2;STAT3
methotrexate BOSS,2/182,0.003532311827067,0.0147788678741654,0,0,27.51388888888889,155.33798855823653,ERBB2;MDM2
L-leucine BOSS,2/182,0.003532311827067,0.0147788678741654,0,0,27.51388888888889,155.33798855823653,ERBB2;STAT3
maltotriose BOSS,2/182,0.003532311827067,0.0147788678741654,0,0,27.51388888888889,155.33798855823653,ERBB2;STAT3
PROPIDIUM BOSS,2/182,0.003532311827067,0.0147788678741654,0,0,27.51388888888889,155.33798855823653,ERBB2;STAT3
Velcade(Bortezomib) BOSS,2/183,0.0035703900039385,0.0148811674973315,0,0,27.36049723756906,154.1786029312998,STAT3;JAK2
ellagic acid BOSS,2/184,0.0036086619467618,0.0149834937105092,0,0,27.208791208791208,153.03362121513777,ERBB2;STAT3
Sunitinib Kinome Scan,2/185,0.0036471274924363,0.0150289178178884,0,0,27.058743169398905,151.90278936876055,JAK2;JAK1
IRON BOSS,2/185,0.0036471274924363,0.0150289178178884,0,0,27.058743169398905,151.90278936876055,STAT3;JAK2
L-cysteine BOSS,2/186,0.0036857864777964,0.0151200948055566,0,0,26.910326086956523,150.78585916343565,ERBB2;STAT3
Sunitinib FDA,2/187,0.0037246387387314,0.0151200948055566,0,0,26.763513513513512,149.6825880256996,JAK2;JAK1
D-Arginine BOSS,2/187,0.0037246387387314,0.0151200948055566,0,0,26.763513513513512,149.6825880256996,ERBB2;STAT3
ZINC BOSS,2/187,0.0037246387387314,0.0151200948055566,0,0,26.763513513513512,149.6825880256996,STAT3;PML
NICKEL CTD 00006389,2/189,0.0038029224368117,0.015233407582182,0,0,26.47459893048128,147.51607991629834,MDM2;JAK2
metformin BOSS,2/189,0.0038029224368117,0.015233407582182,0,0,26.47459893048128,147.51607991629834,ERBB2;STAT3
GLYCOPROTEIN BOSS,2/189,0.0038029224368117,0.015233407582182,0,0,26.47459893048128,147.51607991629834,ERBB2;STAT3
AGN-PC-0JHFVD BOSS,2/191,0.0038819772820006,0.015233407582182,0,0,26.191798941798943,145.4014314936179,ERBB2;STAT3
nitric oxide BOSS,2/191,0.0038819772820006,0.015233407582182,0,0,26.191798941798943,145.4014314936179,STAT3;JAK2
trimethoprim BOSS,2/191,0.0038819772820006,0.015233407582182,0,0,26.191798941798943,145.4014314936179,ERBB2;STAT3
Insulin BOSS,2/191,0.0038819772820006,0.015233407582182,0,0,26.191798941798943,145.4014314936179,STAT3;IGF1R
serine BOSS,2/191,0.0038819772820006,0.015233407582182,0,0,26.191798941798943,145.4014314936179,STAT3;JAK2
GONADORELIN BOSS,2/192,0.0039217934775002,0.015233407582182,0,0,26.05263157894737,144.3630038931358,ERBB2;IGF1R
Phetharbital BOSS,2/192,0.0039217934775002,0.015233407582182,0,0,26.05263157894737,144.3630038931358,ERBB2;STAT3
Isoguanine BOSS,2/192,0.0039217934775002,0.015233407582182,0,0,26.05263157894737,144.3630038931358,ERBB2;STAT3
ethisterone BOSS,2/193,0.0039618019719228,0.015233407582182,0,0,25.914921465968582,143.33688999602214,ERBB2;STAT3
DICHLOROMETHANE BOSS,2/193,0.0039618019719228,0.015233407582182,0,0,25.914921465968582,143.33688999602214,ERBB2;STAT3
diazepam BOSS,2/193,0.0039618019719228,0.015233407582182,0,0,25.914921465968582,143.33688999602214,ERBB2;STAT3
"Angiotensin II, human BOSS",2/193,0.0039618019719228,0.015233407582182,0,0,25.914921465968582,143.33688999602214,STAT3;JAK2
