Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
folic acid CTD 00005997,2/194,0.0040020026017111,0.0152803735701697,0,0,25.77864583333333,142.32288262374024,MDM2;IGF1R
PIPERONYL BUTOXIDE BOSS,2/194,0.0040020026017111,0.0152803735701697,0,0,25.77864583333333,142.32288262374024,STAT3;JAK2
raloxifene CTD 00007367,3/686,0.0040248066236311,0.0153138983728404,0,0,12.114829533570385,66.81665780469447,HGF;STAT3;JAK2
Dinoprostone BOSS,2/196,0.0040829796183773,0.0154812977196807,0,0,25.510309278350515,140.33038119190527,ERBB2;STAT3
fulvestrant MCF7 DOWN,2/197,0.0041237556803206,0.0155280731134833,0,0,25.378205128205128,139.35149488816708,JAK2;IGF1R
LAMININ BOSS,2/197,0.0041237556803206,0.0155280731134833,0,0,25.378205128205128,139.35149488816708,ERBB2;STAT3
cyclophosphamide BOSS,2/198,0.0041647232283882,0.0155749238541095,0,0,25.24744897959184,138.38393038592545,ERBB2;STAT3
Acid red 87 BOSS,2/198,0.0041647232283882,0.0155749238541095,0,0,25.24744897959184,138.38393038592545,ERBB2;STAT3
Bosutinib,2/199,0.0042058821002059,0.0156751646874569,0,0,25.118020304568528,137.42750193307856,ERBB2;JAK2
doxorubicin BOSS,2/200,0.0042472321345398,0.0157754336425765,0,0,24.98989898989899,136.4820277236255,ERBB2;STAT3
L-thyroxine BOSS,2/201,0.0042887731676215,0.0158757298272635,0,0,24.86306532663317,135.54732981615194,ERBB2;STAT3
R406 Kinome Scan,2/203,0.0043724275862743,0.0161307125817957,0,0,24.61318407960199,133.70956972525602,JAK2;JAK1
meclofenoxate HL60 DOWN,3/713,0.0044873242094752,0.0164875058104891,0,0,11.637826961770624,62.91989633161966,HGF;STAT3;IGF1R
BX-912 LINCS,2/206,0.0044993376662323,0.0164875058104891,0,0,24.24754901960784,131.02951347995943,JAK2;JAK1
"2,2',4,4',5,5'-Hexachlorobiphenyl CTD 00000731",2/208,0.0045848948023349,0.0167448331911363,0,0,24.00970873786408,129.29199625590968,MDM2;JAK1
oxyphenbutazone BOSS,2/217,0.0049792737861096,0.0181245565814392,0,0,22.99418604651163,121.92600984614371,STAT3;MDM2
progesterone BOSS,2/221,0.0051594550234783,0.0187180228758748,0,0,22.569634703196343,118.87255792693315,ERBB2;STAT3
tolazoline PC3 UP,2/224,0.0052965614938155,0.0188441002973995,0,0,22.26126126126126,116.66453498590296,ERBB2;MDM2
METHYL METHANESULFONATE CTD 00006307,6/3864,0.0053086233546955,0.0188441002973995,0,0,6.272161741835148,32.85623465082888,STAT2;STAT3;MDM2;JAK2;PML;IGF1R
LY 294002 CTD 00003061,2/227,0.0054353521983607,0.0188441002973995,0,0,21.961111111111112,114.52348210752533,ERBB2;STAT3
FENRETINIDE CTD 00007166,2/228,0.0054819892953613,0.0188441002973995,0,0,21.86283185840708,113.82418239896596,MDM2;JAK1
pd 158780 CTD 00003494,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,ERBB2
RUTHENIUM CTD 00006710,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,MDM2
Diatrizoic acid CTD 00005787,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,STAT3
LIDOFLAZINE CTD 00006208,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,MDM2
CEPHARANTHINE CTD 00000320,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,MDM2
"2,4,4'-TRICHLOROBIPHENYL CTD 00002976",1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,MDM2
15(S)-HETE-d8 CTD 00001221,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,HGF
Mevastatin TTD 00009287,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,JAK2
CHEMBL380598 TTD 00005159,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,ERBB2
paclitaxel TTD 00010012,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,MDM2
Isotetrandrine TTD 00008716,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,MDM2
Acitretin TTD 00001573,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,STAT3
Gefitinib TTD 00008188,1/11,0.0054875676690229,0.0188441002973995,0,0,222.0,1155.5699775561973,ERBB2
daunorubicin MCF7 UP,2/232,0.0056704010689071,0.0193502436476455,0,0,21.47826086956522,111.09620615967964,MDM2;PML
Retinoic acid BOSS,2/232,0.0056704010689071,0.0193502436476455,0,0,21.47826086956522,111.09620615967964,STAT3;PML
Aflodac CTD 00006817,2/234,0.0057657227583524,0.0195096182556317,0,0,21.290948275862068,109.77239834986464,STAT3;PML
gemcitabine CTD 00002382,2/235,0.0058136619948467,0.0195096182556317,0,0,21.198497854077253,109.12021347392655,STAT3;MDM2
OTSSP167 LINCS,2/237,0.00591009646129,0.0195096182556317,0,0,21.01595744680851,107.83483479141834,JAK2;JAK1
"3,3',4,4',5-Pentachlorobiphenyl CTD 00001077",2/237,0.00591009646129,0.0195096182556317,0,0,21.01595744680851,107.83483479141834,HGF;MDM2
Dimethyl-IQX CTD 00002023,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,MDM2
678-39-7 CTD 00001619,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,ERBB2
"2,2',4,4'-TETRACHLOROBIPHENYL CTD 00001704",1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,MDM2
Oxibendazole CTD 00000598,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,JAK2
trichostatin A TTD 00011545,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,HDAC1
Erlotinib TTD 00007882,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,JAK2
calcitriol TTD 00002649,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,JAK2
483-60-3 TTD 00001059,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,MDM2
153436-54-5 TTD 00000374,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,JAK2
"L-162,313 TTD 00008844",1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,MDM2
LIDOFLAZINE TTD 00008978,1/12,0.0059850935124877,0.0195096182556317,0,0,201.8080808080808,1032.9512945731403,MDM2
tamoxifen CTD 00006827,3/802,0.0062391950580204,0.020167452641893,0,0,10.293760057214374,52.26043265982279,HDAC1;ERBB2;STAT3
38966-21-1 CTD 00007124,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,JAK2
roxarsone CTD 00006708,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,HGF
DENSPM CTD 00002486,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,MDM2
Rescinnamin CTD 00003038,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,MDM2
GOLD CTD 00006047,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,IGF1R
amifostine CTD 00005933,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,MDM2
prima-1 CTD 00004034,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,MDM2
Indatraline hydrochloride TTD 00008587,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,MDM2
Dexbudesonide TTD 00007528,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,STAT3
"1H-Pyrrole-2,5-dione, 3,4-diphenyl- TTD 00000418",1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,ERBB2
Pulmicort Nebuamp TTD 00010388,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,STAT3
"1H-Pyrrole-2,5-dione, 3,4-bis(4-methoxyphenyl)- TTD 00000417",1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,ERBB2
AGN-PC-00BUNE TTD 00001660,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,ERBB2
oxiconazole TTD 00009973,1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,MDM2
"2,2'-Bioxirane CTD 00000347",1/13,0.006482395492037,0.020167452641893,0,0,184.9814814814815,932.059746399125,MDM2
HEMATOXYLIN BOSS,2/251,0.0066057940818234,0.0204929748220205,0,0,19.820281124497992,99.4940082064488,ERBB2;STAT3
pirarubicin CTD 00001278,1/14,0.0069794736802133,0.0212893442983043,0,0,170.74358974358975,847.7046615380154,ERBB2
paxilline CTD 00002121,1/14,0.0069794736802133,0.0212893442983043,0,0,170.74358974358975,847.7046615380154,MDM2
Alpinumisoflavone CTD 00000003,1/14,0.0069794736802133,0.0212893442983043,0,0,170.74358974358975,847.7046615380154,STAT3
CHEMBL460515 TTD 00005964,1/14,0.0069794736802133,0.0212893442983043,0,0,170.74358974358975,847.7046615380154,STAT3
Rescinnamin TTD 00010545,1/14,0.0069794736802133,0.0212893442983043,0,0,170.74358974358975,847.7046615380154,MDM2
Isoquercitrin TTD 00008703,1/14,0.0069794736802133,0.0212893442983043,0,0,170.74358974358975,847.7046615380154,MDM2
PD 98059 CTD 00003206,2/262,0.0071775774981751,0.0218326312757861,0,0,18.971153846153847,93.65666612391026,HGF;STAT3
Premarin CTD 00005926,2/265,0.0073373307967401,0.0220652712076806,0,0,18.75190114068441,92.1614715790677,ERBB2;IGF1R
digoxin HL60 UP,2/267,0.0074447365232877,0.0220652712076806,0,0,18.608490566037737,91.1862187392679,HGF;PML
Paraoxon-methyl CTD 00000411,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,MDM2
Homocastasterone CTD 00002741,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,MDM2
fumonisin b1 CTD 00002395,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,MDM2
azathioprine TTD 00002239,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,JAK2
LITHOCHOLIC ACID TTD 00009001,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,ERBB2
FLUOXETINE HYDROCHLORIDE TTD 00008072,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,MDM2
Zuclomiphene TTD 00011948,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,MDM2
Mangostin TTD 00009117,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,MDM2
celecoxib TTD 00002754,1/15,0.0074763281564485,0.0220652712076806,0,0,158.53968253968253,776.212425317664,STAT3
acetaminophen CTD 00005295,6/4135,0.0075467990114038,0.0222132197316792,0,0,5.762048922257205,28.157011367716,HDAC1;STAT2;ERBB2;STAT3;MDM2;JAK1
CEP-701 Kinome Scan,2/272,0.0077164040718854,0.0226513796948895,0,0,18.25925925925926,88.82046521882754,JAK2;JAK1
Brassinolide CTD 00001097,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,MDM2
Mevastatin CTD 00000642,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,JAK2
NVP-AEW541 CTD 00004462,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,IGF1R
"benzo[a]pyrene-3,6-dione CTD 00000927",1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,STAT3
4-Hydroperoxycyclofosfamide CTD 00000594,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,MDM2
Lapatinib CTD 00004348,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,ERBB2
Desloratadine CTD 00003720,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,MDM2
172889-27-9 TTD 00000391,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,MDM2
Canertinib dihydrochloride TTD 00002663,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,ERBB2
6-bromo-N-(3-chlorophenyl)quinazolin-4-amine TTD 00001209,1/16,0.0079729589968486,0.0227918094883735,0,0,147.96296296296296,714.9125872208035,MDM2
verteporfin HL60 DOWN,2/283,0.008329846656493,0.0237498499971029,0,0,17.534697508896798,83.95455761010562,HGF;IGF1R
AT 877 CTD 00002152,1/17,0.0084693662805775,0.0237751876051175,0,0,138.70833333333334,661.8190142974174,MDM2
tranilast CTD 00000646,1/17,0.0084693662805775,0.0237751876051175,0,0,138.70833333333334,661.8190142974174,MDM2
HEXACHLOROBENZENE CTD 00006091,1/17,0.0084693662805775,0.0237751876051175,0,0,138.70833333333334,661.8190142974174,IGF1R
Delsemidine CTD 00002328,1/17,0.0084693662805775,0.0237751876051175,0,0,138.70833333333334,661.8190142974174,STAT3
floxuridine TTD 00008052,1/17,0.0084693662805775,0.0237751876051175,0,0,138.70833333333334,661.8190142974174,JAK2
PD 173074 TTD 00010068,1/17,0.0084693662805775,0.0237751876051175,0,0,138.70833333333334,661.8190142974174,MDM2
Zinc sulfate CTD 00007264,2/287,0.0085582631090086,0.0239631367052243,0,0,17.285087719298247,82.2918484471722,STAT3;IGF1R
Retinoic acid CTD 00006918,6/4258,0.0087743613595612,0.0242336155988497,0,0,5.551975540921919,26.29371917589349,HDAC1;STAT2;HGF;ERBB2;PML;JAK1
Decitabine CTD 00000750,4/1800,0.0088146133538009,0.0242336155988497,0,0,6.753526354862657,31.95325860225248,HDAC1;STAT3;MDM2;JAK2
luteolin HL60 DOWN,2/293,0.0089062017016721,0.0242336155988497,0,0,16.923539518900345,79.89615571751496,HGF;JAK2
paroxetine CTD 00007180,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,STAT3
Diphenylcyclopropenone CTD 00001385,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,MDM2
Enantone (TN) CTD 00007140,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,IGF1R
mequitazine CTD 00000274,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,MDM2
76180-96-6 CTD 00001374,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,MDM2
mechlorethamine CTD 00006251,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,ERBB2
mequitazine TTD 00009197,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,MDM2
simvastatin TTD 00010956,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,MDM2
Aripiprazole TTD 00002132,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,MDM2
fucose TTD 00008125,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,IGF1R
tranilast TTD 00011519,1/18,0.0089655500933473,0.0242336155988497,0,0,130.54248366013073,615.425022203049,MDM2
helveticoside HL60 UP,2/301,0.0093799873230994,0.0247769052267054,0,0,16.464046822742475,76.87354656931109,HGF;PML
5-Nitroso-8-quinolinol CTD 00004584,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,JAK2
DIAMIDE CTD 00005785,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,STAT3
tetrandrine CTD 00000485,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,MDM2
Trimethyl-beta-cyclodextrin CTD 00003512,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,JAK1
Chloroethylene CTD 00006592,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,MDM2
1-(5-ISOQUINOLINESULFONYL)-2-METHYLPIPERAZINE CTD 00007271,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,STAT3
"3-Phenyl-5H-indeno[1,2-c]pyridazin-5-one TTD 00000814",1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,STAT3
AC1LEORR TTD 00001514,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,MDM2
purvalanol A TTD 00010395,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,JAK2
albendazole TTD 00001871,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,JAK2
Plumbagin TTD 00010275,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,ERBB2
HTS-05058 TTD 00008459,1/19,0.0094615105123957,0.0247769052267054,0,0,123.28395061728396,574.5677163606151,STAT3
Fulvestrant CTD 00002740,2/310,0.0099263857511192,0.0254644365476106,0,0,15.97564935064935,73.68862263509924,ERBB2;IGF1R
doxorubicin,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,ERBB2
methylprednisolone CTD 00006322,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,JAK1
Dutasteride CTD 00003505,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,ERBB2
mezerein CTD 00000596,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,MDM2
Goniothalamin CTD 00003401,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,MDM2
Manumycin A CTD 00002318,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,STAT3
Indoxyl sulfate BOSS,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,STAT3
letrozole BOSS,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,ERBB2
Molephantinin TTD 00009374,1/20,0.0099572476243861,0.0254644365476106,0,0,116.78947368421052,538.3357753631753,MDM2
albendazole,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,JAK2
nitrofurantoin CTD 00006406,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,STAT3
Paroxetine hydrochloride,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,MDM2
Clomifene citrate,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,MDM2
CHLOROTHALONIL CTD 00000251,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,ERBB2
purvalanol A CTD 00004150,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,MDM2
etodolac CTD 00007163,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,HGF
securinine MCF7 UP,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,MDM2
Molephantin TTD 00009373,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,MDM2
TTNPB TTD 00011595,1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,MDM2
"2-Methoxy-1,4-naphthoquinone TTD 00000605",1/21,0.0104527615118676,0.0260603095227385,0,0,110.94444444444444,506.0053047065427,MDM2
cycloheximide CTD 00005731,2/324,0.0108042639950278,0.0266858773789805,0,0,15.270186335403729,69.14056970864128,ERBB2;MDM2
Isotretinoin,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,MDM2
lomustine MCF7 DOWN,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,JAK2
Aripiprazole CTD 00003220,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,MDM2
gambogic acid CTD 00002247,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,MDM2
calyculin A CTD 00002466,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,STAT3
triamterene CTD 00006923,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,JAK2
Isotretinoin BOSS,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,MDM2
TRYPAN BLUE TTD 00011589,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,MDM2
Tozasertib TTD 00011505,1/22,0.0109480522580432,0.0266858773789805,0,0,105.65608465608466,476.9942956890701,MDM2
7646-79-9 CTD 00000928,5/3094,0.0112500722262064,0.0271649717063857,0,0,5.471349951440596,24.552030340521885,HDAC1;ERBB2;STAT3;MDM2;PML
pravastatin CTD 00007142,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,MDM2
MIDAZOLAM HYDROCHLORIDE,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,MDM2
Aripiprazole,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,MDM2
Acitretin CTD 00007146,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,STAT3
METHYL PARATHION CTD 00006309,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,MDM2
triamterene BOSS,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,JAK2
Tyrphostin B42 TTD 00011609,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,JAK2
diethylstilbestrol TTD 00007572,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,MDM2
triamterene TTD 00011539,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,JAK2
oseltamivir BOSS,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,ERBB2
camptothecin TTD 00002656,1/23,0.0114431199495764,0.0271649717063857,0,0,100.84848484848484,450.8296990682604,JAK2
etoposide,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,MDM2
Maprotiline hydrochloride,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,MDM2
SU-6656 MRC,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,JAK2
fenbendazole CTD 00005958,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,JAK2
Cryptolepine CTD 00001119,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,MDM2
Arsenic(III) chloride CTD 00002191,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,STAT3
dipivefrine HL60 DOWN,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,HGF
Tozasertib CTD 00004298,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,MDM2
"2,6-DICHLOROINDOPHENOL CTD 00007030",1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,STAT3
"1,2-NAPHTHOQUINONE TTD 00000169",1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,STAT3
parthenolide TTD 00010048,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,MDM2
AG 213 TTD 00001636,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,ERBB2
Pazopanib hydrochloride BOSS,1/24,0.0119379646683197,0.0275607979234782,0,0,96.45893719806764,427.1232267263204,ERBB2
"2,2',4,5,5'-PENTACHLOROBIPHENYL CTD 00000511",1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,MDM2
TAUROCHOLIC ACID CTD 00006831,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,STAT3
Desloratadine,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,MDM2
Lu 19005 CTD 00003866,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,MDM2
Hydroxytyrosol CTD 00000267,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,STAT2
Sphingosine 1-phosphate CTD 00002508,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,HGF
dapsone CTD 00005751,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,IGF1R
NSC113090 CTD 00000067,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,MDM2
ganciclovir BOSS,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,PML
Permethrin CTD 00007392,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,ERBB2
irbesartan BOSS,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,STAT3
lovastatin TTD 00009034,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,MDM2
Digitoxigenin TTD 00007578,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,MDM2
GNF-PF-2812 TTD 00008260,1/25,0.0124325865055395,0.0278775861684788,0,0,92.4351851851852,405.55330287566494,STAT3
clomiphene CTD 00005686,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,MDM2
BX-912 MRC,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,JAK2
KIN001-123/WZ-1-84 LINCS,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,JAK2
hmba CTD 00000732,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,PML
Tyrphostin 23 CTD 00002512,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,JAK2
albendazole BOSS,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,JAK2
MLS000766263 CTD 00004623,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,JAK2
Mangostin CTD 00001026,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,MDM2
terfenadine TTD 00011390,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,MDM2
etoposide TTD 00007950,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,MDM2
Tyrphostin 23 TTD 00011605,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,JAK2
nicotinamide CTD 00006391,1/26,0.0129269855424658,0.0282891146540535,0,0,88.73333333333333,385.85142072369416,MDM2
iodoquinol CTD 00005833,1/27,0.0134211618656948,0.0290791840423388,0,0,85.31623931623932,367.7917019980768,MDM2
Norcantharidin CTD 00002732,1/27,0.0134211618656948,0.0290791840423388,0,0,85.31623931623932,367.7917019980768,STAT3
mometasone MCF7 UP,1/27,0.0134211618656948,0.0290791840423388,0,0,85.31623931623932,367.7917019980768,MDM2
