Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896),1/219,0.18884138492818628,0.22660966191382353,0,0,5.036442405708461,8.39498319288437,IGF1R
Regulation of Cell Growth (GO:0001558),1/222,0.19117665176834148,0.22817858436866564,0,0,4.967320261437909,8.218716496750378,PML
Apoptotic Process (GO:0006915),1/232,0.19891495978074503,0.23614503246698074,0,0,4.74987974987975,7.670475756784212,PML
Positive Regulation of Programmed Cell Death (GO:0043068),1/248,0.21115054106013764,0.24890940266053097,0,0,4.43859649122807,6.902833957820122,DKKL1
Positive Regulation of Cell Motility (GO:2000147),1/249,0.21190935631910068,0.24890940266053097,0,0,4.420474910394265,6.858794107794724,IGF1R
Regulation of MAPK Cascade (GO:0043408),1/260,0.22021081288910196,0.25729894979674023,0,0,4.23037323037323,6.4012736539017965,IGF1R
Chromatin Remodeling (GO:0006338),1/262,0.2217112402678466,0.2576957871176018,0,0,4.197530864197531,6.323074290369691,PML
Cellular Component Assembly (GO:0022607),1/277,0.23287758048258145,0.2692647024329848,0,0,3.9663848631239937,5.779984074877729,PML
Central Nervous System Development (GO:0007417),1/288,0.24096958477822106,0.2771774498485237,0,0,3.8122338366240807,5.425131103224586,AHI1
Negative Regulation of DNA-templated Transcription (GO:0045892),2/1006,0.2474208342713324,0.2818034975540822,0,0,2.2236934614483244,3.1057539603593938,GFI1B;PML
Negative Regulation of Intracellular Signal Transduction (GO:1902532),1/297,0.24753009920291005,0.2818034975540822,0,0,3.6946321321321323,5.15853069720956,IGF1R
Positive Regulation of Apoptotic Process (GO:0043065),1/313,0.25906080007551624,0.293426008248799,0,0,3.502314814814815,4.730550337268433,DKKL1
Protein Modification by Small Protein Conjugation (GO:0032446),1/316,0.26120408593029115,0.29435181257119103,0,0,3.468430335097002,4.656205536846919,PML
Regulation of Cell Cycle (GO:0051726),1/318,0.2626296786224765,0.2944635790615645,0,0,3.4461969856291623,4.607600883312026,PML
Chromatin Organization (GO:0006325),1/323,0.26618226758642505,0.2969470522823435,0,0,3.391821946169772,4.489327301111627,PML
Positive Regulation of Cytokine Production (GO:0001819),1/325,0.2675987578200463,0.29703462118025137,0,0,3.3705418381344305,4.443272704398758,BTN3A2
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),1/340,0.2781401672420362,0.3071995877001594,0,0,3.218944608325139,4.119058390587882,PML
Positive Regulation of Cell Migration (GO:0030335),1/344,0.2809268387882653,0.30874137728215295,0,0,3.1807580174927113,4.038484417118712,IGF1R
Intracellular Signaling Cassette (GO:0141124),1/354,0.28784899781787976,0.31479052963334636,0,0,3.0890777463015424,3.846887980605738,IGF1R
Regulation of Gene Expression (GO:0010468),2/1127,0.2908795640356987,0.3165454079212015,0,0,1.9718692810457517,2.4349548286995883,BTN3A2;PML
Positive Regulation of MAPK Cascade (GO:0043410),1/362,0.2933412228632168,0.317667080368947,0,0,3.0193905817174516,3.703037266516465,IGF1R
Protein Localization (GO:0008104),1/371,0.2994720051947031,0.3210755488715588,0,0,2.9445945945945944,3.5503988130122597,AHI1
Proteasomal Protein Catabolic Process (GO:0010498),1/372,0.30015008418989825,0.3210755488715588,0,0,2.9365079365079363,3.534006984546693,PML
Protein Phosphorylation (GO:0006468),1/373,0.3008275412850641,0.3210755488715588,0,0,2.928464755077658,3.5177249597193923,IGF1R
Negative Regulation of Cell Population Proliferation (GO:0008285),1/379,0.3048792555429707,0.3237234410005487,0,0,2.8810993533215754,3.4222835122225654,PML
Gene Expression (GO:0010467),1/381,0.30622487662214065,0.3237234410005487,0,0,2.865643274853801,3.3913041422967303,PTMA
Cellular Response to Oxygen-Containing Compound (GO:1901701),1/384,0.30823868207068345,0.3243079972497238,0,0,2.8427618218740935,3.345591961592363,IGF1R
Positive Regulation of Multicellular Organismal Process (GO:0051240),1/407,0.3234949101267369,0.33875410400063966,0,0,2.6785714285714284,3.0229604435647537,IGF1R
Regulation of DNA-templated Transcription (GO:0006355),Mar-39,0.3322076447008886,0.3450592254198617,0,0,1.5664501404494382,1.7262203317423148,GFI1B;STAT2;PML
DNA Damage Response (GO:0006974),1/421,0.3326246587380649,0.3450592254198617,0,0,2.5874338624338624,2.848093439193805,PML
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),1/455,0.35431339664301337,0.3658491816499952,0,0,2.3895007342143906,2.4792825354986268,PML
Regulation of RNA Biosynthetic Process (GO:2001141),1/465,0.3605642527718939,0.37057992646000204,0,0,2.3368055555555554,2.3837405422833626,PML
Negative Regulation of RNA Biosynthetic Process (GO:1902679),1/470,0.36366814019591465,0.37204759043084357,0,0,2.3113006396588487,2.3379118688146003,PML
Positive Regulation of Cell Population Proliferation (GO:0008284),1/484,0.3722832677136753,0.37911415335979776,0,0,2.2426961122613296,2.2160085715570017,IGF1R
Negative Regulation of Cellular Process (GO:0048523),1/531,0.40040441608028304,0.40588940808138285,0,0,2.0388888888888888,1.8661546349552265,PML
Positive Regulation of Cellular Process (GO:0048522),1/622,0.4514939823273414,0.4555984730757717,0,0,1.731973519413133,1.377253624784401,IGF1R
Positive Regulation of Intracellular Signal Transduction (GO:1902533),1/652,0.4674125944455555,0.46952758356069374,0,0,1.6495989076634239,1.2545907560186622,IGF1R
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122),1/732,0.5077500970638831,0.5077500970638831,0,0,1.4629882960936313,0.9915635606947297,GFI1B
