ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7971296,0.51,0.0000275,-4.3994722,1.639,-0.58267415,EPSTI1,epithelial stromal interaction 1 (breast)
8103753,0.51,0.0000508,4.2379694,1.18,0.15433438,,
8176730,0.51,0.0000695,4.1539119,0.945,0.12376216,RPS4Y2,"ribosomal protein S4, Y-linked 2"
7903765,0.51,0.0000925,4.0766781,0.731,0.78991989,GSTM1,glutathione S-transferase mu 1
8101637,0.891,0.0002021,3.8605437,0.149,0.18831144,HSD17B13,hydroxysteroid 17-beta dehydrogenase 13
8103563,1,0.0003082,-3.7405583,-0.166,-0.37945012,DDX60,DEXD/H-box helicase 60
8040080,1,0.0005108,-3.5935978,-0.541,-0.75166341,RSAD2,radical S-adenosyl methionine domain containing 2
7902541,1,0.0005209,-3.5878459,-0.556,-0.61293868,IFI44L,interferon induced protein 44 like
8154962,1,0.000689,3.5046835,-0.763,0.15937958,DNAJB5,DnaJ heat shock protein family (Hsp40) member B5
7989670,1,0.0007556,3.4769616,-0.831,0.1862578,RBPMS2,RNA binding protein with multiple splicing 2
8161964,1,0.0007645,-3.473394,-0.84,-0.18427474,FRMD3,FERM domain containing 3
8050102,1,0.0009505,-3.4073314,-1.001,-0.36253872,CMPK2,cytidine/uridine monophosphate kinase 2
8126531,1,0.0010887,3.3657197,-1.101,0.14041602,CRIP3///CRIP3,cysteine rich protein 3///cysteine rich protein 3
7921434,1,0.0010914,-3.3649634,-1.103,-0.36683524,AIM2,absent in melanoma 2
7967117,1,0.0012746,-3.3169671,-1.218,-0.35422832,OASL,2'-5'-oligoadenylate synthetase like
7958884,1,0.0015525,-3.2552658,-1.363,-0.3705031,OAS1,2'-5'-oligoadenylate synthetase 1
8004184,1,0.0017366,-3.2198421,-1.446,-0.32169767,XAF1,XIAP associated factor 1
7969096,1,0.0017945,-3.2094329,-1.47,-0.11629773,CDADC1,cytidine and dCMP deaminase domain containing 1
8029507,1,0.0017951,3.2093238,-1.47,0.26092972,NECTIN2,nectin cell adhesion molecule 2
7908125,1,0.0019837,-3.1774737,-1.543,-0.12742478,RGL1,ral guanine nucleotide dissociation stimulator like 1
8046124,1,0.0019892,-3.1765754,-1.546,-0.32132676,DHRS9,dehydrogenase/reductase 9
8048898,1,0.0019943,-3.1757652,-1.547,-0.18700051,SP140,SP140 nuclear body protein
7940028,1,0.0022714,-3.1339203,-1.643,-0.47873335,SERPING1,serpin family G member 1
7961069,1,0.0025575,-3.0954444,-1.73,-0.1502791,CLECL1,C-type lectin like 1
8096361,1,0.0027811,-3.0680565,-1.791,-0.45514257,HERC5,HECT and RLD domain containing E3 ubiquitin protein ligase 5
7902553,1,0.0028604,-3.0588321,-1.812,-0.4749843,IFI44,interferon induced protein 44
7917516,1,0.0029696,-3.0465117,-1.839,-0.29743718,GBP1P1///GBP3///GBP1,guanylate binding protein 1 pseudogene 1///guanylate binding protein 3///guanylate binding protein 1
7902850,1,0.0029911,-3.0441449,-1.845,-0.2166361,GBP6,guanylate binding protein family member 6
8071063,1,0.0030232,3.040626,-1.852,0.22489488,TPTEP1,transmembrane phosphatase with tensin homology pseudogene 1
7897089,1,0.0030702,3.0355298,-1.864,0.09254296,PLCH2,phospholipase C eta 2
8094259,1,0.0031035,-3.0319712,-1.872,-0.27315666,LAP3,leucine aminopeptidase 3
8071155,1,0.003166,-3.0253787,-1.886,-0.24379575,USP18,ubiquitin specific peptidase 18
8154233,1,0.0032941,-3.0122328,-1.915,-0.38411892,CD274,CD274 molecule
8064014,1,0.0034767,2.9942927,-1.955,0.08347819,SLC17A9,solute carrier family 17 member 9
8036923,1,0.0034779,2.9941783,-1.955,0.09516943,NUMBL,"NUMB like, endocytic adaptor protein"
7949340,1,0.0035229,-2.9898984,-1.964,-0.23416583,BATF2,basic leucine zipper ATF-like transcription factor 2
8074606,1,0.0035357,-2.9886849,-1.967,-0.35279666,USP41///USP18,ubiquitin specific peptidase 41///ubiquitin specific peptidase 18
7929072,1,0.0036803,-2.9752891,-1.996,-0.31923861,IFIT5,interferon induced protein with tetratricopeptide repeats 5
7903753,1,0.0037831,2.9660598,-2.016,0.26201069,ERVK11-1///GSTM2,endogenous retrovirus group K11 member 1///glutathione S-transferase mu 2 (muscle)
8092348,1,0.0038948,-2.9562916,-2.037,-0.18218863,LAMP3,lysosomal associated membrane protein 3
8056285,1,0.0039312,-2.9531685,-2.044,-0.26887493,IFIH1,interferon induced with helicase C domain 1
7990457,1,0.0041373,2.935941,-2.081,0.14127854,MAN2C1,mannosidase alpha class 2C member 1
7907430,1,0.0042373,-2.9278666,-2.099,-0.1606037,FASLG,Fas ligand
8109039,1,0.0043748,2.9170462,-2.122,0.14920529,SPINK14,"serine peptidase inhibitor, Kazal type 14 (putative)"
8118644,1,0.0045485,2.9038203,-2.15,0.10052151,RPS18P9///RPS18,ribosomal protein S18 pseudogene 9///ribosomal protein S18
8178253,1,0.0045485,2.9038203,-2.15,0.10052151,RPS18P9///RPS18,ribosomal protein S18 pseudogene 9///ribosomal protein S18
8179544,1,0.0045485,2.9038203,-2.15,0.10052151,RPS18P9///RPS18,ribosomal protein S18 pseudogene 9///ribosomal protein S18
7912511,1,0.0046153,2.8988579,-2.161,0.11366262,KIAA2013,KIAA2013
7958895,1,0.0046562,-2.895849,-2.167,-0.42994828,OAS3,2'-5'-oligoadenylate synthetase 3
7948274,1,0.0049688,-2.8736414,-2.215,-0.20219375,UBE2L6,ubiquitin conjugating enzyme E2 L6
7958913,1,0.0049769,-2.8730794,-2.216,-0.33299583,OAS2,2'-5'-oligoadenylate synthetase 2
7936923,1,0.005094,2.8650991,-2.233,0.09001305,ALDOAP2,"aldolase, fructose-bisphosphate A pseudogene 2"
7912839,1,0.0051383,2.8621261,-2.239,0.10081262,CROCCP2,"ciliary rootlet coiled-coil, rootletin pseudogene 2"
8122699,1,0.0051948,2.8583689,-2.247,0.11140279,RPS18P9,ribosomal protein S18 pseudogene 9
7948092,1,0.0052393,2.8554332,-2.253,0.11096702,LOC441601,septin 7 pseudogene
7984985,1,0.0052587,2.8541594,-2.256,0.19956962,,
8125289,1,0.0052798,2.8527812,-2.259,0.11672503,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
8148572,1,0.0055169,-2.8376189,-2.291,-0.34187599,LY6E,"lymphocyte antigen 6 complex, locus E"
8010832,1,0.0056104,2.8318038,-2.303,0.12874369,FN3KRP,fructosamine 3 kinase related protein
8104634,1,0.0058749,2.8158295,-2.336,0.14646167,PRDM9,PR/SET domain 9
8157463,1,0.0059042,-2.8140952,-2.34,-0.15998842,TMEM268,transmembrane protein 268
8062312,1,0.0059218,2.8130605,-2.342,0.1896357,MYL9,myosin light chain 9
7917576,1,0.0060753,-2.8041528,-2.361,-0.35192602,GBP5,guanylate binding protein 5
7990582,1,0.0063362,-2.7894717,-2.391,-0.12356984,SCAPER,S-phase cyclin A associated protein in the ER
8137448,1,0.0063745,-2.7873595,-2.395,-0.09750795,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11
8045816,1,0.006568,-2.7768822,-2.417,-0.18588547,GPD2,glycerol-3-phosphate dehydrogenase 2
8142878,1,0.0066032,-2.7750049,-2.421,-0.16480403,CDC26///FKBP15,cell division cycle 26///FK506 binding protein 15
7993821,1,0.006617,2.7742726,-2.422,0.10004787,CRYM-AS1,CRYM antisense RNA 1
8037236,1,0.0069671,2.7561277,-2.46,0.12808789,,
8067743,1,0.0070645,2.7512268,-2.47,0.08926694,ZBTB46,zinc finger and BTB domain containing 46
8045736,1,0.0072967,-2.7397908,-2.493,-0.11477531,FMNL2,formin like 2
8032761,1,0.0073337,2.7380001,-2.497,0.09000376,MAP2K2,mitogen-activated protein kinase kinase 2
8082100,1,0.0076456,-2.7232149,-2.527,-0.25095371,PARP14,poly(ADP-ribose) polymerase family member 14
8040374,1,0.0078546,2.7136129,-2.546,0.09737411,FAM84A,family with sequence similarity 84 member A
8072710,1,0.0081186,-2.7018079,-2.57,-0.25169351,APOL6,apolipoprotein L6
7942603,1,0.0081421,2.7007737,-2.572,0.10305269,MOGAT2,monoacylglycerol O-acyltransferase 2
7929744,1,0.008342,2.692087,-2.59,0.0905196,NKX2-3,NK2 homeobox 3
8121825,1,0.0083637,-2.6911574,-2.591,-0.12503168,RNF217,ring finger protein 217
8125512,1,0.0085618,-2.6827542,-2.608,-0.14141039,TAP1,"transporter 1, ATP binding cassette subfamily B member"
8178867,1,0.0085618,-2.6827542,-2.608,-0.14141039,TAP1,"transporter 1, ATP binding cassette subfamily B member"
8180061,1,0.0085618,-2.6827542,-2.608,-0.14141039,TAP1,"transporter 1, ATP binding cassette subfamily B member"
8143825,1,0.008619,2.6803614,-2.613,0.07925468,KCNH2,potassium voltage-gated channel subfamily H member 2
8030731,1,0.0086406,2.6794614,-2.615,0.23318493,GPR32P1///GPR32,"G protein-coupled receptor 32, pseudogene 1///G protein-coupled receptor 32"
7937314,1,0.0087381,2.6754244,-2.623,0.15229656,PGGHG,protein-glucosylgalactosylhydroxylysine glucosidase
7969177,1,0.008807,2.6725961,-2.629,0.0855576,ST13P4,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4
7917548,1,0.0088479,-2.670923,-2.632,-0.1246233,GBP7,guanylate binding protein 7
8048673,1,0.0088982,2.66888,-2.636,0.10467813,SLC4A3,solute carrier family 4 member 3
8063156,1,0.0089872,-2.6652917,-2.643,-0.12119488,CD40,CD40 molecule
7984779,1,0.0090496,-2.6627909,-2.648,-0.21271497,PML,promyelocytic leukemia
8125993,1,0.0090577,-2.6624673,-2.649,-0.19997067,ETV7,ETS variant 7
8099797,1,0.0091141,2.6602266,-2.653,0.14907615,RELL1,RELT like 1
8047272,1,0.0092506,-2.6548496,-2.664,-0.21527505,SPATS2L,spermatogenesis associated serine rich 2 like
8099255,1,0.0092839,2.6535473,-2.667,0.09331301,PSAPL1,prosaposin-like 1 (gene/pseudogene)
7937474,1,0.0096639,2.6389958,-2.695,0.08825745,LOC171391,uncharacterized LOC171391
8113761,1,0.0097201,2.6368874,-2.7,0.08720274,ZNF608,zinc finger protein 608
8125483,1,0.0098845,-2.6307847,-2.712,-0.14827641,TAP2,"transporter 2, ATP binding cassette subfamily B member"
7917561,1,0.009917,-2.6295903,-2.714,-0.32344978,GBP4,guanylate binding protein 4
7969640,1,0.0101606,2.6207361,-2.731,0.10964268,CLDN10,claudin 10
7934898,1,0.0102164,-2.6187369,-2.735,-0.37289408,ANKRD22,ankyrin repeat domain 22
8068713,1,0.0103894,-2.6125969,-2.747,-0.39284167,MX1,MX dynamin like GTPase 1
8143790,1,0.0104041,-2.6120787,-2.748,-0.42701358,TMEM176B,transmembrane protein 176B
7902930,1,0.0104382,2.6108822,-2.751,0.10591669,HSP90B3P,"heat shock protein 90 beta family member 3, pseudogene"
8174361,1,0.0104495,2.6104852,-2.751,0.10612436,TSC22D3,TSC22 domain family member 3
8057959,1,0.0104507,-2.610443,-2.752,-0.1255492,PGAP1,post-GPI attachment to proteins 1
8017057,1,0.0104982,2.6087799,-2.755,0.11694641,C17orf47,chromosome 17 open reading frame 47
7939150,1,0.0105747,-2.6061198,-2.76,-0.2213414,PRRG4,proline rich and Gla domain 4
7906486,1,0.0108017,-2.5983268,-2.775,-0.15151989,SLAMF8,SLAM family member 8
7897026,1,0.010846,2.5968226,-2.778,0.12003296,CALML6,calmodulin like 6
8030848,1,0.0108827,2.5955812,-2.781,0.10789564,SPACA6,sperm acrosome associated 6
7935058,1,0.0110114,-2.5912565,-2.789,-0.27328927,MYOF,myoferlin
8065372,1,0.0114468,-2.5769554,-2.817,-0.09913432,NAPB,NSF attachment protein beta
7960383,1,0.0115727,-2.5729115,-2.825,-0.12732762,PARP11,poly(ADP-ribose) polymerase family member 11
8041542,1,0.0117386,-2.5676455,-2.835,-0.22126697,GALM,galactose mutarotase
8156688,1,0.0118981,-2.5626426,-2.844,-0.157377,TDRD7,tudor domain containing 7
7985226,1,0.0119424,2.5612653,-2.847,0.11068824,MORF4L1,mortality factor 4 like 1
8029728,1,0.0119706,2.5603876,-2.849,0.09675704,GIPR,gastric inhibitory polypeptide receptor
8091141,1,0.0119836,-2.559985,-2.85,-0.14198569,XRN1,5'-3' exoribonuclease 1
8018975,1,0.0120369,-2.5583404,-2.853,-0.14352328,LGALS3BP,galectin 3 binding protein
8003560,1,0.0120386,2.5582849,-2.853,0.07808987,DBNDD1,dysbindin domain containing 1
7943314,1,0.0121071,-2.5561796,-2.857,-0.14245813,JRKL,JRK-like
8103601,1,0.0121291,-2.5555037,-2.858,-0.22206763,DDX60L,DEAD-box helicase 60-like
8027258,1,0.0121448,2.5550234,-2.859,0.1130379,,
7904050,1,0.0122051,-2.5531819,-2.863,-0.18468308,MOV10,Mov10 RISC complex RNA helicase
8154245,1,0.0122985,-2.5503475,-2.868,-0.21770003,PDCD1LG2,programmed cell death 1 ligand 2
8068100,1,0.0123096,-2.5500125,-2.869,-0.28438262,LINC00189,long intergenic non-protein coding RNA 189
8161537,1,0.012324,-2.5495774,-2.87,-0.13309463,CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 1
7984475,1,0.0123371,2.54918,-2.87,0.11245126,CORO2B,coronin 2B
8161133,1,0.0125373,2.5431854,-2.882,0.08320096,SPAG8,sperm associated antigen 8
7944603,1,0.0127717,2.5362723,-2.895,0.11331934,GRIK4,glutamate ionotropic receptor kainate type subunit 4
8073152,1,0.0130395,2.5285112,-2.91,0.07923808,CACNA1I,calcium voltage-gated channel subunit alpha1 I
7973629,1,0.0132044,-2.5238034,-2.919,-0.09312546,REC8,REC8 meiotic recombination protein
7906988,1,0.0135676,2.5136209,-2.938,0.09124102,LOC440700,carbonic anhydrase 14 pseudogene
8034108,1,0.013668,2.5108473,-2.943,0.07145795,YIPF2,Yip1 domain family member 2
8128459,1,0.0137211,2.5093892,-2.946,0.1062126,SIM1,single-minded family bHLH transcription factor 1
8102362,1,0.013819,-2.506712,-2.951,-0.20740928,TIFA,TRAF interacting protein with forkhead associated domain
7951413,1,0.0139146,-2.5041171,-2.956,-0.22044748,CARD17///CARD17,caspase recruitment domain family member 17///caspase recruitment domain family member 17
8004763,1,0.0140661,2.5000346,-2.964,0.07382044,GUCY2D,"guanylate cyclase 2D, retinal"
8135969,1,0.0141531,2.4977055,-2.968,0.09895156,CCDC136,coiled-coil domain containing 136
8050503,1,0.0141619,-2.4974718,-2.969,-0.15948814,TTC32,tetratricopeptide repeat domain 32
7951554,1,0.0145466,-2.4873392,-2.988,-0.12202146,RDX,radixin
8110620,1,0.0145781,2.4865195,-2.989,0.15586862,BTNL3,butyrophilin like 3
8104136,1,0.0149045,2.4781265,-3.005,0.08080716,HMX1,H6 family homeobox 1
7927267,1,0.0151126,-2.472858,-3.015,-0.11332714,FAM35DP///FAM35BP///FAM35A,"family with sequence similarity 35, member A pseudogene///family with sequence similarity 35, member A pseudogene///family with sequence similarity 35 member A"
8143279,1,0.0151795,-2.4711793,-3.018,-0.13233956,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1"
7977161,1,0.0151803,-2.4711586,-3.018,-0.11245809,TDRD9,tudor domain containing 9
7973900,1,0.01535,2.4669305,-3.026,0.1697033,IGBP1P1,immunoglobulin (CD79A) binding protein 1 pseudogene 1
8051501,1,0.0154319,-2.4649024,-3.03,-0.26291904,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
8071646,1,0.0156454,2.4596644,-3.039,0.13113566,VPREB1,pre-B lymphocyte 1
7910379,1,0.0156571,2.4593788,-3.04,0.1160754,DUSP5P1,dual specificity phosphatase 5 pseudogene 1
7920057,1,0.0156723,-2.4590082,-3.041,-0.09352396,TDRKH,tudor and KH domain containing
8151118,1,0.0157042,-2.4582325,-3.042,-0.08944146,VCPIP1,valosin containing protein interacting protein 1
8001306,1,0.0157106,2.4580779,-3.042,0.0751202,SIAH1,siah E3 ubiquitin protein ligase 1
7917532,1,0.0158145,-2.4555598,-3.047,-0.19854493,GBP2,guanylate binding protein 2
7960942,1,0.0158155,-2.4555365,-3.047,-0.07270639,LINC00612,long intergenic non-protein coding RNA 612
8141423,1,0.0161739,2.4469665,-3.063,0.0881674,MIR106B,microRNA 106b
8057744,1,0.0162306,-2.4456269,-3.066,-0.19771727,STAT1,signal transducer and activator of transcription 1
8154359,1,0.0163155,2.4436286,-3.069,0.08903513,RPL18A,ribosomal protein L18a
8169904,1,0.0164194,-2.441195,-3.074,-0.07722233,SLC25A14,solute carrier family 25 member 14
8122600,1,0.0164556,2.4403492,-3.075,0.12923185,STXBP5,syntaxin binding protein 5
7960635,1,0.0164695,2.4400266,-3.076,0.08944515,SCARNA11,small Cajal body-specific RNA 11
7963366,1,0.0164772,2.4398463,-3.076,0.11220706,KRT85,keratin 85
8010719,1,0.0167582,2.4333542,-3.088,0.07155426,LRRC45,leucine rich repeat containing 45
7978123,1,0.0167745,-2.4329788,-3.089,-0.20446283,PSME2,proteasome activator subunit 2
8018646,1,0.0168958,2.4302081,-3.094,0.09196405,FOXJ1,forkhead box J1
7927799,1,0.0170793,-2.426052,-3.102,-0.11839945,REEP3,receptor accessory protein 3
8147461,1,0.0170858,2.4259039,-3.102,0.10946336,SDC2,syndecan 2
7928107,1,0.0170955,2.4256859,-3.102,0.08601903,H2AFY2,H2A histone family member Y2
8137474,1,0.017261,-2.4219737,-3.109,-0.07362179,ACTR3B,ARP3 actin related protein 3 homolog B
7959195,1,0.0174728,2.4172669,-3.118,0.0876909,CABP1,calcium binding protein 1
8143534,1,0.0175151,2.4163327,-3.119,0.09004582,KEL,"Kell blood group, metallo-endopeptidase"
7937247,1,0.0177346,2.4115205,-3.128,0.09968871,SPRNP1,shadow of prion protein homolog (zebrafish) pseudogene 1
8065603,1,0.0178459,2.4090995,-3.133,0.07864536,TSPY26P,"testis specific protein, Y-linked 26, pseudogene"
8030292,1,0.0179258,2.4073703,-3.136,0.12612149,DKKL1,dickkopf like acrosomal protein 1
8026339,1,0.0179492,-2.4068655,-3.137,-0.21239986,SNRPG,small nuclear ribonucleoprotein polypeptide G
8138450,1,0.0179679,2.4064624,-3.138,0.11552224,FERD3L,Fer3-like bHLH transcription factor
7927288,1,0.0180212,-2.4053144,-3.14,-0.10394803,FAM35DP///FAM35BP///FAM35A,"family with sequence similarity 35, member A pseudogene///family with sequence similarity 35, member A pseudogene///family with sequence similarity 35 member A"
7929052,1,0.0182102,-2.4012706,-3.147,-0.35889629,IFIT3,interferon induced protein with tetratricopeptide repeats 3
7898594,1,0.0182997,2.3993678,-3.15,0.1008015,HTR6,5-hydroxytryptamine receptor 6
8162490,1,0.0183379,-2.3985583,-3.152,-0.13867424,,
8157141,1,0.0184242,2.396735,-3.155,0.09497326,ACTL7A,actin like 7A
8051777,1,0.0185011,2.3951175,-3.158,0.07450593,COX7A2L,cytochrome c oxidase subunit 7A2 like
7962274,1,0.0186499,-2.392005,-3.164,-0.13510021,KIF21A,kinesin family member 21A
7946977,1,0.0186914,2.3911401,-3.165,0.09577338,SAA2-SAA4///SAA4,"SAA2-SAA4 readthrough///serum amyloid A4, constitutive"
7934505,1,0.0187996,2.3888938,-3.17,0.11393876,C10orf55,chromosome 10 open reading frame 55
8021546,1,0.0188109,-2.3886603,-3.17,-0.23983192,ZCCHC2,zinc finger CCHC-type containing 2
8025375,1,0.0189195,2.3864169,-3.174,0.08603777,CCL25,C-C motif chemokine ligand 25
8084732,1,0.0189313,-2.3861748,-3.174,-0.24829325,RTP4,receptor transporter protein 4
8034416,1,0.0189408,2.3859785,-3.175,0.09615985,,
8060432,1,0.0190662,2.383408,-3.179,0.15236298,TGM3,transglutaminase 3
8015846,1,0.0191342,2.3820189,-3.182,0.09741593,MPP3,membrane palmitoylated protein 3
8098342,1,0.0193228,2.3781916,-3.189,0.08520119,SAP30,Sin3A associated protein 30
8095545,1,0.0194958,-2.374709,-3.195,-0.09665899,RUFY3,RUN and FYVE domain containing 3
7921821,1,0.0195258,2.3741078,-3.196,0.09542441,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4
8107133,1,0.0196224,-2.3721796,-3.2,-0.17196372,PAM,peptidylglycine alpha-amidating monooxygenase
8027938,1,0.0196923,2.3707875,-3.202,0.08921175,UPK1A,uroplakin 1A
8150253,1,0.0199256,2.3661762,-3.211,0.09041639,STAR,steroidogenic acute regulatory protein
8106626,1,0.0200265,-2.3641961,-3.214,-0.15783745,FAM151B,family with sequence similarity 151 member B
7911941,1,0.0200738,2.3632718,-3.216,0.08260536,CHD5,chromodomain helicase DNA binding protein 5
8037788,1,0.0202879,2.3591084,-3.223,0.08190447,DACT3,dishevelled binding antagonist of beta catenin 3
8048452,1,0.0205379,2.3542959,-3.232,0.07616873,WNT10A,Wnt family member 10A
8154953,1,0.0205654,2.3537707,-3.233,0.10583922,PHF24,PHD finger protein 24
7922330,1,0.0208792,-2.3478094,-3.243,-0.10211354,PIGC,phosphatidylinositol glycan anchor biosynthesis class C
7985025,1,0.0209094,2.3472405,-3.245,0.10005937,ODF3L1,outer dense fiber of sperm tails 3 like 1
8028607,1,0.0209983,2.3455688,-3.247,0.11635964,IFNL2,interferon lambda 2
8138757,1,0.0210105,2.3453406,-3.248,0.07698085,HOXA10,homeobox A10
8031908,1,0.0210114,2.3453226,-3.248,0.07335715,ZSCAN22,zinc finger and SCAN domain containing 22
8070330,1,0.0215606,-2.3351354,-3.266,-0.06694002,PSMG1///PSMG1,proteasome assembly chaperone 1///proteasome assembly chaperone 1
8139966,1,0.0218198,2.3304087,-3.274,0.08462059,TRIM74///TRIM73///TRIM50,tripartite motif containing 74///tripartite motif containing 73///tripartite motif containing 50
8177261,1,0.0218457,2.3299384,-3.275,0.10229849,TTTY10,"testis-specific transcript, Y-linked 10 (non-protein coding)"
8009875,1,0.0219005,2.3289464,-3.277,0.09025496,MYO15B,myosin XVB
8065334,1,0.021973,2.3276362,-3.279,0.09284647,NKX2-2,NK2 homeobox 2
8178712,1,0.02206,2.3260698,-3.282,0.08817314,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
8179935,1,0.02206,2.3260698,-3.282,0.08817314,TNXB///TNXA,tenascin XB///tenascin XA (pseudogene)
8053722,1,0.0221041,2.3252794,-3.284,0.09805213,,
7898357,1,0.0222467,2.3227281,-3.288,0.07841392,LOC102724562///MST1L///MST1P2///MST1,macrophage stimulating 1 pseudogene///macrophage stimulating 1 like///macrophage stimulating 1 pseudogene 2///macrophage stimulating 1
8060792,1,0.0222933,2.3218964,-3.29,0.10253717,LOC643406,uncharacterized LOC643406
8007446,1,0.0223491,-2.3209055,-3.291,-0.23182134,IFI35,interferon induced protein 35
7955943,1,0.022456,-2.3190099,-3.295,-0.08347074,PDE1B,phosphodiesterase 1B
8010426,1,0.0225679,-2.3170334,-3.298,-0.18665874,RNF213,ring finger protein 213
7925250,1,0.0226322,2.3159034,-3.3,0.09208386,GNG4,G protein subunit gamma 4
7992191,1,0.0228511,2.3120739,-3.307,0.09686732,TPSD1,tryptase delta 1
8180034,1,0.0231033,-2.3077015,-3.315,-0.12804765,TAP2,"transporter 2, ATP binding cassette subfamily B member"
7951004,1,0.023269,-2.3048507,-3.32,-0.15862747,SMCO4,single-pass membrane protein with coiled-coil domains 4
8164843,1,0.023352,2.3034311,-3.322,0.12668546,OBP2B,odorant binding protein 2B
8025918,1,0.0234248,2.3021878,-3.324,0.07912629,CNN1,calponin 1
7967226,1,0.0234469,2.3018121,-3.325,0.10674115,IL31,interleukin 31
8039605,1,0.0235052,2.3008201,-3.327,0.07388024,ZNF835,zinc finger protein 835
8129497,1,0.0235642,-2.2998179,-3.328,-0.10563584,EPB41L2,erythrocyte membrane protein band 4.1 like 2
8106976,1,0.0237964,2.2958987,-3.335,0.0824167,GPR150,G protein-coupled receptor 150
8104163,1,0.0239333,2.293602,-3.339,0.10024544,LRRC14B,leucine rich repeat containing 14B
8042086,1,0.0239982,-2.292518,-3.341,-0.14229921,VRK2,vaccinia related kinase 2
8095362,1,0.0241866,-2.2893866,-3.347,-0.15639688,MT2A,metallothionein 2A
8090018,1,0.0241897,-2.2893347,-3.347,-0.2726742,PARP9,poly(ADP-ribose) polymerase family member 9
8046527,1,0.0242785,2.2878653,-3.349,0.09976296,HOXD12,homeobox D12
7942879,1,0.0245793,-2.2829239,-3.358,-0.13181195,TMEM126B,transmembrane protein 126B
8044613,1,0.0247377,-2.2803435,-3.363,-0.10010046,CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1,COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 2///COBW domain containing 1///COBW domain containing 6///COBW domain containing 3///COBW domain containing 5///COBW domain containing 1
8087530,1,0.0247795,2.2796652,-3.364,0.09283046,CAMKV,CaM kinase like vesicle associated
7952086,1,0.0248,2.2793336,-3.364,0.08510726,TREH,trehalase
8073766,1,0.0248767,2.2780918,-3.366,0.09210839,RIBC2,RIB43A domain with coiled-coils 2
8134030,1,0.0250352,2.2755363,-3.371,0.11977433,STEAP1,six transmembrane epithelial antigen of the prostate 1
8003861,1,0.0252097,2.2727396,-3.376,0.08550265,SPNS3,sphingolipid transporter 3 (putative)
7899841,1,0.0252372,2.2723002,-3.377,0.08150432,HPCA,hippocalcin
8160559,1,0.0252781,-2.2716482,-3.378,-0.22058176,DDX58,DEXD/H-box helicase 58
8037651,1,0.0253082,2.2711689,-3.379,0.08127159,SIX5,SIX homeobox 5
8129728,1,0.0253109,-2.2711254,-3.379,-0.14637658,AHI1,Abelson helper integration site 1
7955646,1,0.0254188,2.2694111,-3.382,0.14245005,EIF4B,eukaryotic translation initiation factor 4B
8014326,1,0.0254577,2.2687939,-3.383,0.09430684,RDM1,RAD52 motif containing 1
7945539,1,0.025472,2.2685673,-3.383,0.07429085,SLC25A22,solute carrier family 25 member 22
8168432,1,0.0254823,-2.2684045,-3.383,-0.10638456,,
8033319,1,0.0254858,2.2683496,-3.383,0.08284681,SH2D3A,SH2 domain containing 3A
7966183,1,0.0255321,2.2676176,-3.385,0.08578594,ALKBH2,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
7997755,1,0.025538,2.2675232,-3.385,0.07497732,BANP,BTG3 associated nuclear protein
8135594,1,0.0256968,2.2650218,-3.389,0.08726852,CAV1,caveolin 1
7998952,1,0.0258352,-2.2628525,-3.393,-0.08198371,TIGD7,tigger transposable element derived 7
7976842,1,0.0258384,2.2628027,-3.393,0.11942397,MIR382,microRNA 382
8075477,1,0.0258975,-2.2618801,-3.395,-0.15373436,RNF185-AS1,RNF185 antisense RNA 1
8116655,1,0.0259662,2.2608094,-3.396,0.07101805,PSMG4,proteasome assembly chaperone 4
8076393,1,0.0259743,2.2606823,-3.397,0.09037218,CENPM,centromere protein M
8095376,1,0.0262125,-2.2569906,-3.403,-0.14974241,MT2A,metallothionein 2A
7915147,1,0.0263058,2.2555523,-3.406,0.16712617,FHL3,four and a half LIM domains 3
7983360,1,0.0263427,2.254984,-3.407,0.06360186,B2M,beta-2-microglobulin
8067221,1,0.0263853,-2.2543297,-3.408,-0.17862515,ZBP1,Z-DNA binding protein 1
8103911,1,0.0264766,-2.2529313,-3.41,-0.10910789,IRF2,interferon regulatory factor 2
7901187,1,0.026542,2.2519311,-3.412,0.09446604,LURAP1,leucine rich adaptor protein 1
7916167,1,0.0266606,-2.2501236,-3.415,-0.11243021,ORC1,origin recognition complex subunit 1
