ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7926239,1,0.1719355,-1.3759989,-4.65,-0.05624291,OPTN,optineurin
8147785,1,0.1720459,-1.3756414,-4.651,-0.05029062,DCAF13,DDB1 and CUL4 associated factor 13
8037053,1,0.1720555,1.3756102,-4.651,0.05962844,CEACAM7,carcinoembryonic antigen related cell adhesion molecule 7
8064245,1,0.172187,1.3751844,-4.651,0.05743379,TCEA2,transcription elongation factor A2
7907171,1,0.1722175,-1.3750858,-4.651,-0.08095706,BLZF1,basic leucine zipper nuclear factor 1
7938053,1,0.1723197,-1.3747553,-4.652,-0.09776355,OR52N4,olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)
8052598,1,0.1723324,-1.3747142,-4.652,-0.06179897,WDPCP,WD repeat containing planar cell polarity effector
7959500,1,0.1724242,1.3744173,-4.652,0.04839581,HIP1R,huntingtin interacting protein 1 related
7981290,1,0.1724438,-1.3743539,-4.652,-0.11735331,WARS,tryptophanyl-tRNA synthetase
8014241,1,0.1725265,-1.3740866,-4.653,-0.09920455,SLFN12,schlafen family member 12
8064003,1,0.1726006,1.3738474,-4.653,0.04973603,DPH3P1,diphthamide biosynthesis 3 pseudogene 1
8078759,1,0.1727869,1.3732458,-4.653,0.06185643,SLC22A13,solute carrier family 22 member 13
7971915,1,0.1727896,1.373237,-4.653,0.0575535,LOC102723968,uncharacterized LOC102723968
8070567,1,0.1728329,1.3730973,-4.654,0.05893646,TFF3,trefoil factor 3
8177628,1,0.1728654,1.3729923,-4.654,0.08486167,CCDC125,coiled-coil domain containing 125
8077970,1,0.1729044,1.3728665,-4.654,0.06327281,FBLN2,fibulin 2
7898176,1,0.1729259,1.372797,-4.654,0.0580415,CELA2A,chymotrypsin like elastase family member 2A
7917754,1,0.1731136,1.3721919,-4.655,0.05206556,BCAR3,breast cancer anti-estrogen resistance 3
7910901,1,0.1731312,1.3721353,-4.655,0.04290125,LOC100130331,"POTE ankyrin domain family, member F pseudogene"
8136495,1,0.1731474,-1.3720831,-4.655,-0.06373155,TTC26,tetratricopeptide repeat domain 26
8083136,1,0.1732292,-1.3718195,-4.655,-0.13809567,ATP1B3,ATPase Na+/K+ transporting subunit beta 3
8018189,1,0.1732401,-1.3717843,-4.655,-0.10564005,CD300E,CD300e molecule
8137584,1,0.173291,-1.3716203,-4.655,-0.07006071,NOM1,nucleolar protein with MIF4G domain 1
7999674,1,0.1733457,1.3714442,-4.655,0.04858221,MYH11,myosin heavy chain 11
8131860,1,0.1733763,-1.3713458,-4.655,-0.07631362,MALSU1,mitochondrial assembly of ribosomal large subunit 1
8148263,1,0.1734413,-1.3711363,-4.656,-0.09086489,TRMT12,tRNA methyltransferase 12 homolog
8100834,1,0.1734443,-1.3711268,-4.656,-0.07475832,GRSF1,G-rich RNA sequence binding factor 1
8141371,1,0.1734719,1.3710379,-4.656,0.07077681,GJC3,gap junction protein gamma 3
8066262,1,0.1735679,-1.3707292,-4.656,-0.06730113,SNORA71D,"small nucleolar RNA, H/ACA box 71D"
7906613,1,0.173591,-1.3706549,-4.656,-0.14891821,SLAMF7,SLAM family member 7
8005225,1,0.1736189,1.3705651,-4.656,0.12666717,USP32P1,ubiquitin specific peptidase 32 pseudogene 1
7973679,1,0.1736605,-1.3704315,-4.656,-0.05037933,NOP9,NOP9 nucleolar protein
8006063,1,0.1737416,1.3701705,-4.657,0.0452457,ANKRD13B,ankyrin repeat domain 13B
8061620,1,0.1739003,1.3696605,-4.657,0.06935177,TTLL9,tubulin tyrosine ligase like 9
8086517,1,0.1740298,1.3692449,-4.658,0.07017655,CDCP1,CUB domain containing protein 1
8041553,1,0.174098,-1.3690258,-4.658,-0.06261432,GEMIN6,gem nuclear organelle associated protein 6
8061497,1,0.1742072,-1.3686754,-4.658,-0.08733883,FRG1BP,"FSHD region gene 1 family member B, pseudogene"
8142997,1,0.1742688,1.368478,-4.659,0.05253698,PLXNA4,plexin A4
8123524,1,0.1742982,-1.3683838,-4.659,-0.09245891,EXOC2,exocyst complex component 2
8029489,1,0.1743934,1.3680784,-4.659,0.0483221,BCAM,basal cell adhesion molecule (Lutheran blood group)
7976795,1,0.1743956,1.3680714,-4.659,0.0668655,MEG3,maternally expressed 3 (non-protein coding)
8170507,1,0.1744438,1.3679169,-4.659,0.06464045,PRRG3,proline rich and Gla domain 3
8173366,1,0.1744467,1.3679076,-4.659,0.07252152,P2RY4,pyrimidinergic receptor P2Y4
7987574,1,0.1744775,1.3678089,-4.659,0.05578277,RHOV,ras homolog family member V
8027886,1,0.1744813,1.3677968,-4.659,0.04077176,HAUS5,HAUS augmin like complex subunit 5
7921690,1,0.1745365,1.3676201,-4.66,0.04960487,ITLN1,intelectin 1
8044927,1,0.1745399,1.3676091,-4.66,0.04617744,INHBB///INHBB,inhibin beta B subunit///inhibin beta B subunit
8014700,1,0.1747181,1.3670385,-4.66,0.05741692,C17orf96,chromosome 17 open reading frame 96
8025303,1,0.1747216,1.3670272,-4.66,0.06513177,CLEC4M,C-type lectin domain family 4 member M
7898102,1,0.1747308,1.3669977,-4.66,0.04453498,KAZN///KAZN,"kazrin, periplakin interacting protein///kazrin, periplakin interacting protein"
8115941,1,0.1749279,1.3663673,-4.661,0.05850383,GPRIN1,G protein regulated inducer of neurite outgrowth 1
8109120,1,0.175055,1.365961,-4.661,0.05373551,AFAP1L1,actin filament associated protein 1 like 1
8026217,1,0.175202,1.3654912,-4.662,0.03775343,CC2D1A,coiled-coil and C2 domain containing 1A
8008289,1,0.1752038,1.3654856,-4.662,0.05372403,TMEM92,transmembrane protein 92
8123230,1,0.1753033,1.3651677,-4.662,0.10466375,LOC729603,calcineurin like EF-hand protein 1 pseudogene
7963353,1,0.1753433,1.3650401,-4.662,0.07035056,KRT81,keratin 81
8001946,1,0.1753811,1.3649196,-4.662,0.05239154,KIAA0895L,KIAA0895 like
7939507,1,0.1754169,1.3648052,-4.663,0.06574211,ACCS,1-aminocyclopropane-1-carboxylate synthase homolog (inactive)
8027049,1,0.1755985,1.3642258,-4.663,0.04111626,KLHL26,kelch like family member 26
7937263,1,0.1756056,1.3642033,-4.663,0.057346,ODF3,outer dense fiber of sperm tails 3
8091190,1,0.1756124,-1.3641815,-4.663,-0.06907127,ATR,ATR serine/threonine kinase
8035684,1,0.175644,1.3640809,-4.663,0.06650047,TSSK6,testis specific serine kinase 6
8074991,1,0.1756795,1.3639676,-4.664,0.0478525,GGT5,gamma-glutamyltransferase 5
8058570,1,0.1757075,-1.3638786,-4.664,-0.07814924,KANSL1L,KAT8 regulatory NSL complex subunit 1 like
8103188,1,0.1757269,-1.3638166,-4.664,-0.04309936,GATB,glutamyl-tRNA amidotransferase subunit B
8163257,1,0.1758124,-1.3635444,-4.664,-0.12480284,LPAR1,lysophosphatidic acid receptor 1
7912250,1,0.1758256,1.3635022,-4.664,0.06442989,,
8077728,1,0.1759173,1.3632102,-4.664,0.04830157,EMC3-AS1,EMC3 antisense RNA 1
8042373,1,0.1759459,-1.3631191,-4.664,-0.07353527,ETAA1,Ewing tumor associated antigen 1
8060330,1,0.1760591,1.3627589,-4.665,0.05421505,ZCCHC3,zinc finger CCHC-type containing 3
8095074,1,0.1760801,1.362692,-4.665,0.05835028,GSX2,GS homeobox 2
8160452,1,0.1761355,1.3625158,-4.665,0.05171107,CDKN2B,cyclin dependent kinase inhibitor 2B
8091863,1,0.176149,1.3624728,-4.665,0.09546387,SLITRK3,SLIT and NTRK like family member 3
7992518,1,0.1762927,1.3620158,-4.666,0.05635586,RAB26,"RAB26, member RAS oncogene family"
8056408,1,0.1765974,-1.3610479,-4.667,-0.06759741,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3
8133741,1,0.1765977,1.3610468,-4.667,0.06112804,LOC105375355///UPK3B,uroplakin-3b///uroplakin 3B
7918753,1,0.1766975,1.3607299,-4.667,0.06556515,,
7922121,1,0.1768738,-1.3601708,-4.668,-0.09998744,ANKRD36BP1,ankyrin repeat domain 36B pseudogene 1
8086669,1,0.1768989,1.360091,-4.668,0.07050832,PRSS45,"protease, serine 45"
8085255,1,0.1769409,1.359958,-4.668,0.04862606,PRRT3,proline rich transmembrane protein 3
8102518,1,0.1770155,-1.3597215,-4.668,-0.07875542,C4orf3,chromosome 4 open reading frame 3
8139640,1,0.1770232,1.359697,-4.668,0.05883493,DDC,dopa decarboxylase
7969935,1,0.1770814,-1.3595126,-4.668,-0.0639692,BIVM-ERCC5///ERCC5,"BIVM-ERCC5 readthrough///ERCC excision repair 5, endonuclease"
7978686,1,0.1771757,1.3592139,-4.669,0.04770625,NKX2-8,NK2 homeobox 8
7984914,1,0.1772858,1.3588653,-4.669,0.07786351,CPLX3,complexin 3
7939052,1,0.1773315,1.3587209,-4.669,0.08752624,FIBIN,fin bud initiation factor homolog (zebrafish)
8145555,1,0.1773874,1.3585438,-4.669,0.05030016,SCARA3,scavenger receptor class A member 3
8111430,1,0.1774395,-1.3583789,-4.67,-0.08814395,C1QTNF3-AMACR///AMACR,C1QTNF3-AMACR readthrough (NMD candidate)///alpha-methylacyl-CoA racemase
8113097,1,0.1775718,-1.3579607,-4.67,-0.08678682,KIAA0825,KIAA0825
8084092,1,0.1776728,-1.3576415,-4.67,-0.11292886,NDUFB5,NADH:ubiquinone oxidoreductase subunit B5
8173999,1,0.1777199,1.3574926,-4.671,0.06286579,XKRX,"XK related, X-linked"
8060461,1,0.1777373,1.3574376,-4.671,0.07418515,TMC2,transmembrane channel like 2
8125959,1,0.1778399,-1.3571134,-4.671,-0.14805815,SLC26A8,solute carrier family 26 member 8
7931556,1,0.1779066,1.3569029,-4.671,0.04871364,VENTX,VENT homeobox
8006779,1,0.1779105,1.3568906,-4.671,0.07541887,ARHGAP23,Rho GTPase activating protein 23
8023822,1,0.1779348,1.3568139,-4.671,0.06028038,CBLN2,cerebellin 2 precursor
7948685,1,0.1779825,1.3566633,-4.671,0.04225252,TUT1,"terminal uridylyl transferase 1, U6 snRNA-specific"
8049166,1,0.1780465,1.3564613,-4.672,0.05753441,CHRNG,cholinergic receptor nicotinic gamma subunit
8036143,1,0.1781012,1.3562887,-4.672,0.10030651,U2AF1L4,U2 small nuclear RNA auxiliary factor 1 like 4
8075529,1,0.178246,-1.3558321,-4.672,-0.0915795,PISD,phosphatidylserine decarboxylase
8037170,1,0.1783384,1.3555408,-4.673,0.05327139,PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3
8018315,1,0.1783705,-1.3554396,-4.673,-0.06004142,SUMO4///SUMO2,small ubiquitin-like modifier 4///small ubiquitin-like modifier 2
8036689,1,0.1784579,1.3551643,-4.673,0.05262505,FBXO27,F-box protein 27
8027793,1,0.1787339,1.3542956,-4.674,0.04702674,LSR,lipolysis stimulated lipoprotein receptor
7951679,1,0.1789561,1.3535967,-4.675,0.08370776,TIMM8B,translocase of inner mitochondrial membrane 8 homolog B
8060339,1,0.1789869,1.3535001,-4.675,0.03809236,NRSN2,neurensin 2
8119338,1,0.1790332,1.3533544,-4.675,0.05219589,GLP1R,glucagon like peptide 1 receptor
8015835,1,0.1791412,-1.353015,-4.675,-0.10150533,DUSP3,dual specificity phosphatase 3
8073474,1,0.1791551,1.3529716,-4.675,0.04515204,MEI1,meiotic double-stranded break formation protein 1
8106978,1,0.1791811,-1.3528898,-4.675,-0.10097172,RFESD,Rieske Fe-S domain containing
8140828,1,0.1792637,-1.3526304,-4.676,-0.06815845,SRI,sorcin
8109062,1,0.1793112,-1.3524815,-4.676,-0.07040758,FBXO38,F-box protein 38
8042066,1,0.179362,-1.3523221,-4.676,-0.07855411,CFAP36,cilia and flagella associated protein 36
8131155,1,0.1794557,1.352028,-4.676,0.04035341,IQCE,IQ motif containing E
8103415,1,0.1794586,-1.352019,-4.676,-0.15736824,FAM198B,family with sequence similarity 198 member B
8031039,1,0.1794696,1.3519846,-4.676,0.07421373,MIR519A2///MIR519A1,microRNA 519a-2///microRNA 519a-1
7935116,1,0.1795142,1.3518446,-4.677,0.06058655,RBP4,retinol binding protein 4
8006984,1,0.1795202,-1.3518258,-4.677,-0.07092512,PSMD3,"proteasome 26S subunit, non-ATPase 3"
7906194,1,0.1795428,-1.3517549,-4.677,-0.04223461,GPATCH4,G-patch domain containing 4
8160663,1,0.1795548,1.3517173,-4.677,0.07602095,AQP7,aquaporin 7
7992744,1,0.179555,1.3517168,-4.677,0.04848495,FLYWCH1,FLYWCH-type zinc finger 1
8064591,1,0.1796226,1.3515048,-4.677,0.06560396,LZTS3,leucine zipper tumor suppressor family member 3
8001918,1,0.1796355,1.3514643,-4.677,0.05111302,RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"
8008237,1,0.1798337,1.3508435,-4.678,0.04162079,ITGA3,integrin subunit alpha 3
8160870,1,0.1799357,1.3505241,-4.678,0.06634008,LOC730098///CCL27,uncharacterized LOC730098///C-C motif chemokine ligand 27
8155167,1,0.1799358,1.3505237,-4.678,0.0616003,HRCT1,histidine rich carboxyl terminus 1
7910950,1,0.1799938,-1.3503423,-4.678,-0.11837673,KMO,kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
8031200,1,0.1801735,1.34978,-4.679,0.06402999,KIR3DX1,"killer cell immunoglobulin like receptor, three Ig domains X1"
7976778,1,0.1802555,1.3495237,-4.679,0.06875308,LINC00523,long intergenic non-protein coding RNA 523
7913727,1,0.1803277,1.3492981,-4.679,0.0635472,MYOM3,myomesin 3
7977249,1,0.1804491,1.3489187,-4.68,0.04733224,INF2,"inverted formin, FH2 and WH2 domain containing"
8109368,1,0.1805193,-1.3486996,-4.68,-0.08813734,G3BP1,G3BP stress granule assembly factor 1
8036969,1,0.180558,1.3485785,-4.68,0.05706753,CYP2A13///CYP2A7///CYP2A6///CYP2A7,cytochrome P450 family 2 subfamily A member 13///cytochrome P450 family 2 subfamily A member 7///cytochrome P450 family 2 subfamily A member 6///cytochrome P450 family 2 subfamily A member 7
8122717,1,0.180589,1.348482,-4.68,0.07886683,RAET1E-AS1,RAET1E antisense RNA 1
8116272,1,0.1805927,1.3484703,-4.68,0.05293479,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2
8125750,1,0.1807124,1.3480966,-4.681,0.05172906,RPL12,ribosomal protein L12
7984562,1,0.180785,1.3478703,-4.681,0.06237772,RPLP1,ribosomal protein lateral stalk subunit P1
7910164,1,0.18084,1.3476988,-4.681,0.08235268,COQ8A,coenzyme Q8A
8117447,1,0.1810433,-1.3470651,-4.682,-0.04965168,BTN2A2,butyrophilin subfamily 2 member A2
7910022,1,0.1810603,1.3470121,-4.682,0.07251147,CNIH3,cornichon family AMPA receptor auxiliary protein 3
8042381,1,0.1810678,-1.3469886,-4.682,-0.05043029,PNO1///PNO1,partner of NOB1 homolog///partner of NOB1 homolog
8153497,1,0.1810901,1.3469193,-4.682,0.04480066,SCRIB,scribbled planar cell polarity protein
8093518,1,0.1812162,1.3465265,-4.682,0.05307219,FGFR3,fibroblast growth factor receptor 3
7984862,1,0.1812269,1.3464933,-4.682,0.06552223,CYP1A2,cytochrome P450 family 1 subfamily A member 2
8116130,1,0.18126,1.3463901,-4.682,0.09622691,FAM153C///FAM153A///FAM153B,"family with sequence similarity 153, member C///family with sequence similarity 153 member A///family with sequence similarity 153 member B"
7973943,1,0.1812694,1.3463609,-4.682,0.05665182,INSM2,INSM transcriptional repressor 2
8021727,1,0.1812735,-1.3463481,-4.682,-0.10779547,CNDP2,CNDP dipeptidase 2 (metallopeptidase M20 family)
7937391,1,0.1813166,1.3462139,-4.683,0.06413894,LRRC56,leucine rich repeat containing 56
8081582,1,0.181357,-1.3460882,-4.683,-0.04863412,PLCXD2,phosphatidylinositol specific phospholipase C X domain containing 2
8114625,1,0.1814141,1.3459105,-4.683,0.08906607,DND1,DND microRNA-mediated repression inhibitor 1
8059748,1,0.1814424,1.3458226,-4.683,0.0541622,ECEL1,endothelin converting enzyme like 1
8129953,1,0.1814748,-1.3457218,-4.683,-0.08022611,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2
8166730,1,0.1814892,-1.3456768,-4.683,-0.06698052,CYBB,cytochrome b-245 beta chain
8161442,1,0.1815102,1.3456116,-4.683,0.09317362,LINC01597///FAM27B,long intergenic non-protein coding RNA 1597///family with sequence similarity 27 member B
8119088,1,0.1815102,1.3456116,-4.683,0.05986506,CDKN1A,cyclin dependent kinase inhibitor 1A
7945498,1,0.1816177,1.3452773,-4.684,0.05437678,SCT,secretin
8027040,1,0.1817349,1.3449133,-4.684,0.06585103,TMEM59L,transmembrane protein 59 like
8148841,1,0.1817411,1.344894,-4.684,0.04698911,SLC52A2,solute carrier family 52 member 2
7973962,1,0.1817448,1.3448824,-4.684,0.09338876,DPPA3P2,developmental pluripotency associated 3 pseudogene 2
7908793,1,0.1817515,1.3448616,-4.684,0.05376945,ELF3,E74 like ETS transcription factor 3
7915333,1,0.1817566,1.3448459,-4.684,0.05401032,RIMS3,regulating synaptic membrane exocytosis 3
7952305,1,0.1817949,-1.3447268,-4.684,-0.083953,BMPR1A,bone morphogenetic protein receptor type 1A
8131475,1,0.1819389,-1.3442798,-4.685,-0.11902625,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1"
8147573,1,0.1820231,1.3440185,-4.685,0.04324349,OSR2,odd-skipped related transciption factor 2
8031659,1,0.1821678,1.3435694,-4.685,0.04908285,ZFP28,ZFP28 zinc finger protein
7915787,1,0.1822099,-1.3434389,-4.686,-0.05759871,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3
8094278,1,0.1823915,-1.3428759,-4.686,-0.0801159,NCAPG,non-SMC condensin I complex subunit G
8038458,1,0.1824688,1.3426365,-4.686,0.04710357,PNKP,polynucleotide kinase 3'-phosphatase
7965436,1,0.1825091,-1.3425118,-4.687,-0.10632793,EEA1,early endosome antigen 1
7952408,1,0.1825238,-1.3424663,-4.687,-0.05053243,SIAE,sialic acid acetylesterase
7911767,1,0.1825264,1.3424582,-4.687,0.04586737,MMEL1,membrane metallo-endopeptidase-like 1
8087145,1,0.1825922,1.3422544,-4.687,0.04852451,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3
7957890,1,0.1826912,-1.3419479,-4.687,-0.06341732,UTP20,"UTP20, small subunit processome component"
8079590,1,0.1827784,-1.3416783,-4.687,-0.06817405,CAMP,cathelicidin antimicrobial peptide
8155414,1,0.1830152,-1.3409462,-4.688,-0.14410012,LOC102725104///LOC101059935///ANKRD20A8P,"putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain-containing protein 18A-like///ankyrin repeat domain 20 family member A8, pseudogene"
8110430,1,0.1830326,1.3408922,-4.688,0.06035068,N4BP3,NEDD4 binding protein 3
8030067,1,0.1830653,1.3407912,-4.688,0.05634804,SULT2B1,sulfotransferase family 2B member 1
8058857,1,0.1831119,1.3406471,-4.689,0.04377582,IGFBP5,insulin like growth factor binding protein 5
8165011,1,0.1831153,-1.3406367,-4.689,-0.06293339,FCN1,ficolin 1
7970033,1,0.1831612,1.3404948,-4.689,0.0685737,COL4A2,collagen type IV alpha 2 chain
8160036,1,0.1831975,-1.3403828,-4.689,-0.07298075,TMEM261///TMEM261,transmembrane protein 261///transmembrane protein 261
7909954,1,0.1832733,-1.3401488,-4.689,-0.05491471,DISP1,dispatched RND transporter family member 1
8007548,1,0.183282,1.3401219,-4.689,0.05830599,FAM215A,family with sequence similarity 215 member A (non-protein coding)
7988753,1,0.1833544,-1.3398985,-4.689,-0.07658373,SPPL2A,signal peptide peptidase like 2A
7926356,1,0.1834397,-1.3396352,-4.69,-0.06926442,PTER,phosphotriesterase related
7925161,1,0.183444,1.339622,-4.69,0.06809942,IRF2BP2,interferon regulatory factor 2 binding protein 2
8003576,1,0.1834972,1.339458,-4.69,0.05811964,,
7947563,1,0.1835849,1.3391873,-4.69,0.06037463,ALX4,ALX homeobox 4
7979663,1,0.1835999,1.3391413,-4.69,0.06632977,RAB15,"RAB15, member RAS oncogene family"
8096602,1,0.1836318,-1.3390427,-4.69,-0.09268698,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1
7964388,1,0.1837865,1.3385661,-4.691,0.05065271,NDUFA4L2,"NDUFA4, mitochondrial complex associated like 2"
8053025,1,0.1838267,1.3384423,-4.691,0.06856975,NAT8,N-acetyltransferase 8 (putative)
8036591,1,0.1839017,1.3382113,-4.691,0.05030878,LGALS4,galectin 4
7990674,1,0.1839068,1.3381956,-4.691,0.05090059,CIB2,calcium and integrin binding family member 2
8002272,1,0.1839269,1.3381338,-4.691,0.04890917,COG8///PDF,component of oligomeric golgi complex 8///peptide deformylase (mitochondrial)
8023727,1,0.1839494,1.3380645,-4.691,0.06332097,DSEL,dermatan sulfate epimerase-like
7910591,1,0.1839756,-1.3379838,-4.691,-0.06042725,NTPCR,"nucleoside-triphosphatase, cancer-related"
8120061,1,0.1840405,-1.337784,-4.692,-0.07157645,ENPP4,ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)
7926259,1,0.1841048,-1.3375862,-4.692,-0.05354761,MCM10,minichromosome maintenance 10 replication initiation factor
8072870,1,0.1842786,1.3370517,-4.692,0.0400962,PDXP,pyridoxal phosphatase
8121685,1,0.184352,-1.336826,-4.693,-0.05352614,DCBLD1,"discoidin, CUB and LCCL domain containing 1"
8073096,1,0.1843523,-1.3368249,-4.693,-0.07665983,APOBEC3H,apolipoprotein B mRNA editing enzyme catalytic subunit 3H
7973745,1,0.1843958,1.3366913,-4.693,0.04835765,FOXG1,forkhead box G1
8124897,1,0.1845872,1.3361035,-4.693,0.06264071,PSORS1C3,psoriasis susceptibility 1 candidate 3 (non-protein coding)
8179727,1,0.1845872,1.3361035,-4.693,0.06264071,PSORS1C3,psoriasis susceptibility 1 candidate 3 (non-protein coding)
8107321,1,0.1846063,-1.3360448,-4.693,-0.05371407,EPB41L4A-AS1,EPB41L4A antisense RNA 1
8139160,1,0.1846692,1.3358516,-4.694,0.08970588,FAM183BP,acyloxyacyl hydrolase (neutrophil)
8122396,1,0.184794,-1.3354686,-4.694,-0.04642201,AIG1,androgen induced 1
7908388,1,0.1848088,-1.3354231,-4.694,-0.07110263,RGS1,regulator of G-protein signaling 1
7981447,1,0.1848605,1.3352646,-4.694,0.05105503,XRCC3,X-ray repair cross complementing 3
8171867,1,0.1849581,1.3349652,-4.695,0.04300749,ARX,aristaless related homeobox
8073858,1,0.1850347,1.3347306,-4.695,0.04890239,GTSE1,G2 and S-phase expressed 1
8051989,1,0.1850683,-1.3346276,-4.695,-0.04744367,ATP6V1E2,ATPase H+ transporting V1 subunit E2
8120833,1,0.1850779,1.3345981,-4.695,0.13262295,SH3BGRL2,SH3 domain binding glutamate rich protein like 2
7978653,1,0.1851092,1.3345022,-4.695,0.0684337,RALGAPA1,Ral GTPase activating protein catalytic alpha subunit 1
8092661,1,0.1851584,1.3343514,-4.695,0.07568908,MASP1,mannan binding lectin serine peptidase 1
8042207,1,0.1852741,-1.3339972,-4.696,-0.09804781,COMMD1,copper metabolism domain containing 1
7976488,1,0.1853682,1.3337091,-4.696,0.06536968,SERPINA5,serpin family A member 5
8159350,1,0.1854461,1.3334707,-4.696,0.05544582,C9orf163,chromosome 9 open reading frame 163
8077116,1,0.1854488,-1.3334624,-4.696,-0.11862105,ODF3B,outer dense fiber of sperm tails 3B
8139203,1,0.1854621,-1.3334215,-4.696,-0.05121435,MPLKIP,M-phase specific PLK1 interacting protein
8013035,1,0.1855157,-1.3332576,-4.696,-0.06313966,ZNF624,zinc finger protein 624
7930577,1,0.1855525,-1.3331451,-4.697,-0.06070736,CASP7,caspase 7
7990643,1,0.1855698,1.3330922,-4.697,0.04474028,LINGO1,leucine rich repeat and Ig domain containing 1
8033023,1,0.185887,1.3321228,-4.698,0.04473992,PRR22,proline rich 22
7945660,1,0.1860242,1.3317038,-4.698,0.10542591,FAM99A,family with sequence similarity 99 member A (non-protein coding)
7950726,1,0.1860767,1.3315435,-4.698,0.05415878,FAM181B,family with sequence similarity 181 member B
8028119,1,0.1860994,1.331474,-4.698,0.04851617,WDR62,WD repeat domain 62
8161632,1,0.1861949,-1.3311827,-4.699,-0.0702741,PTAR1,protein prenyltransferase alpha subunit repeat containing 1
8051696,1,0.1863825,-1.3306106,-4.699,-0.07262381,CDKL4,cyclin dependent kinase like 4
8050367,1,0.1865292,-1.3301636,-4.7,-0.06326094,NBAS,neuroblastoma amplified sequence
8016261,1,0.1865541,-1.3300876,-4.7,-0.06850483,LOC644172///MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1 pseudogene///mitogen-activated protein kinase 8 interacting protein 1
7978833,1,0.1866279,1.329863,-4.7,0.0888723,RPL36AL,ribosomal protein L36a like
7955845,1,0.1866767,1.3297143,-4.7,0.05271702,HOXC13,homeobox C13
8112615,1,0.1866905,1.3296723,-4.7,0.12934134,ENC1,ectodermal-neural cortex 1
8140915,1,0.1867757,-1.3294129,-4.701,-0.07680328,PEX1,peroxisomal biogenesis factor 1
8009561,1,0.1868671,1.3291347,-4.701,0.04539981,RPL38,ribosomal protein L38
8162777,1,0.1869485,1.328887,-4.701,0.05452317,GABBR2,gamma-aminobutyric acid type B receptor subunit 2
7925500,1,0.1870777,-1.3284943,-4.701,-0.08461041,CHML,"CHM like, Rab escort protein 2"
7939093,1,0.1870943,-1.328444,-4.702,-0.07253852,DNAJC24,DnaJ heat shock protein family (Hsp40) member C24
8126574,1,0.1871204,1.3283644,-4.702,0.08384401,YIPF3,Yip1 domain family member 3
7967863,1,0.1872585,-1.3279449,-4.702,-0.06276989,ZNF605,zinc finger protein 605
7969835,1,0.1872612,-1.3279367,-4.702,-0.07803836,PCCA,propionyl-CoA carboxylase alpha subunit
7995552,1,0.1873191,-1.3277609,-4.702,-0.0694736,CYLD,CYLD lysine 63 deubiquitinase
8069620,1,0.1873476,-1.3276741,-4.702,-0.07323528,MRPL39,mitochondrial ribosomal protein L39
8127396,1,0.1873671,1.3276152,-4.702,0.18619912,EYS,eyes shut homolog (Drosophila)
7911413,1,0.1875231,1.3271415,-4.703,0.05613979,TNFRSF4,TNF receptor superfamily member 4
7898466,1,0.1876781,1.3266714,-4.703,0.04465719,PADI6,peptidyl arginine deiminase 6
7917599,1,0.1878467,1.3261601,-4.704,0.06030469,BARHL2,BarH like homeobox 2
8136177,1,0.1878821,-1.3260529,-4.704,-0.06820187,KLHDC10,kelch domain containing 10
8180373,1,0.1879195,-1.3259395,-4.704,-0.16639391,SUMO1,small ubiquitin-like modifier 1
8070411,1,0.1880802,1.325453,-4.705,0.06648825,B3GALT5-AS1,B3GALT5 antisense RNA 1
8052979,1,0.1881256,1.3253155,-4.705,0.06294602,SFXN5,sideroflexin 5
8015706,1,0.1882971,1.3247964,-4.705,0.0692612,RAMP2-AS1,RAMP2 antisense RNA 1
8093343,1,0.1883869,-1.324525,-4.706,-0.03785789,PIGG,phosphatidylinositol glycan anchor biosynthesis class G
8043666,1,0.1884241,1.3244125,-4.706,0.07870553,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3
7911718,1,0.1884254,-1.3244084,-4.706,-0.05186174,LOC100129534,small nuclear ribonucleoprotein polypeptide N pseudogene
7926223,1,0.1884412,1.3243605,-4.706,0.07505972,CAMK1D,calcium/calmodulin dependent protein kinase ID
8152924,1,0.1885547,1.3240177,-4.706,0.07456396,OC90,otoconin 90
8081171,1,0.1886345,-1.3237765,-4.706,-0.0831042,CRYBG3,crystallin beta-gamma domain containing 3
8104580,1,0.1886918,-1.3236032,-4.707,-0.05839446,OTULIN,OTU deubiquitinase with linear linkage specificity
7991453,1,0.1888616,1.3230905,-4.707,0.04401147,FAM174B,family with sequence similarity 174 member B
